,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
49,50,0.7660124,0.88247156,0.79944444,0.7660161,0.68245995,0.7493019,0.8328692,0.7994445,0.68245995
50,51,0.7660124,0.8820731,0.79944444,0.7827266,0.6657457,0.7493019,0.8328692,0.81615865,0.68245995
51,52,0.7660124,0.8820257,0.79944444,0.76601607,0.69917405,0.7493019,0.8328692,0.81615865,0.68245995
52,53,0.7660124,0.88225234,0.7827339,0.7660124,0.6824599,0.7493019,0.8328692,0.7994445,0.68245995
53,54,0.7660124,0.88224506,0.7827339,0.7660124,0.68245995,0.7493019,0.8328692,0.7994445,0.68245995
54,55,0.7660124,0.8986923,0.7827339,0.7493019,0.71588457,0.7493019,0.8328692,0.7994445,0.68245995
55,56,0.7660124,0.8990506,0.7827339,0.7660161,0.68245256,0.7493019,0.8328692,0.7994445,0.68245995
56,57,0.7660124,0.89908713,0.79944444,0.74930185,0.7493056,0.7493019,0.8328692,0.7994445,0.68245995
57,58,0.7660124,0.8989922,0.7827339,0.73259133,0.73259145,0.7493019,0.8328692,0.7994445,0.68245995
58,59,0.7660124,0.8989447,0.7827339,0.7493019,0.6991704,0.7493019,0.8328692,0.7994445,0.68245995
59,60,0.7660124,0.89907616,0.7827339,0.74930185,0.69917405,0.7493019,0.8328692,0.7994445,0.68245995
60,61,0.7660124,0.8989447,0.7827339,0.7827266,0.6824599,0.7493019,0.8328692,0.7994445,0.68245995
61,62,0.7660124,0.89931,0.7827339,0.7827266,0.71588093,0.73259145,0.8328692,0.7994445,0.68245995
62,63,0.7660124,0.8992151,0.7827339,0.7660161,0.6991704,0.7493019,0.8328692,0.7994445,0.68245995
63,64,0.7660124,0.89931,0.7827339,0.73258775,0.6991667,0.7493019,0.8328692,0.7994445,0.68245995
64,65,0.7660124,0.89931,0.7827339,0.7827266,0.6657457,0.7493019,0.8328692,0.7994445,0.68245995
65,66,0.7660124,0.8994416,0.7660234,0.7325914,0.71588457,0.7493019,0.8328692,0.7994445,0.68245995
66,67,0.7660124,0.8990835,0.7660234,0.7827266,0.6490389,0.7493019,0.8328692,0.7994445,0.68245995
67,68,0.7660124,0.89931,0.7660234,0.7493019,0.6991704,0.7493019,0.8328692,0.7994445,0.68245995
68,69,0.7660124,0.89940864,0.7660234,0.7325914,0.68245995,0.7493019,0.8328692,0.7994445,0.68245995
69,70,0.7660124,0.8993136,0.7660234,0.7660161,0.66574574,0.7493019,0.8328692,0.7994445,0.68245995
70,71,0.7660124,0.8995403,0.7493092,0.7660161,0.66574943,0.7493019,0.8328692,0.7994445,0.68245995
71,72,0.7660124,0.89967173,0.7493092,0.7325914,0.68245625,0.73259145,0.8328692,0.7994445,0.68245995
72,73,0.7660124,0.89967173,0.7493092,0.7827266,0.63232464,0.7493019,0.8328692,0.81615865,0.68245995
73,74,0.7660124,0.89967173,0.7493092,0.7325914,0.69917405,0.7493019,0.8328692,0.81615865,0.68245995
74,75,0.7660124,0.8998035,0.7493092,0.7493019,0.6991704,0.7493019,0.8328692,0.81615865,0.68245995
75,76,0.7660124,0.89984,0.7493092,0.7660161,0.69917405,0.7493019,0.8328692,0.81615865,0.68245995
76,77,0.7660124,0.9000082,0.7325987,0.7660124,0.6657457,0.73259145,0.8328692,0.7994445,0.68245995
77,78,0.7660124,0.8833892,0.7325987,0.7827266,0.6156142,0.7493019,0.8328692,0.7994445,0.68245995
78,79,0.7660124,0.8833416,0.7325987,0.7827266,0.7158809,0.7493019,0.8328692,0.7994445,0.68245995
79,80,0.7660124,0.8833892,0.7325987,0.7827266,0.68245995,0.7493019,0.8328692,0.7994445,0.68245995
80,81,0.7660124,0.8834842,0.7325987,0.7827266,0.68245995,0.7493019,0.8328692,0.7994445,0.68245995
81,82,0.7660124,0.8836158,0.7325987,0.7827266,0.6490352,0.7325914,0.8328692,0.7994445,0.68245995
82,83,0.7660124,0.88357913,0.7325987,0.7827266,0.6156179,0.7493019,0.8328692,0.7994445,0.68245995
83,84,0.7660124,0.8834842,0.7325987,0.74930185,0.6824562,0.7493019,0.8328692,0.7994445,0.68245995
84,85,0.7660124,0.8836158,0.7325987,0.7493019,0.6824562,0.7493019,0.8328692,0.7994445,0.68245995
85,86,0.7660124,0.8670807,0.7325987,0.7493019,0.6323247,0.7493019,0.8328692,0.7994445,0.68245995
86,87,0.7660124,0.8671757,0.7325987,0.7827266,0.6824599,0.7493019,0.8328692,0.7994445,0.68245995
87,88,0.7660124,0.8670807,0.7325987,0.7660124,0.6490389,0.7493019,0.8328692,0.7994445,0.68245995
88,89,0.7660124,0.8672123,0.7325987,0.74930185,0.6657457,0.7493019,0.8328692,0.7994445,0.68245995
89,90,0.7660124,0.8672999,0.7325987,0.7827266,0.6490352,0.7493019,0.8328692,0.81615496,0.68245995
90,91,0.7660124,0.86720496,0.7325987,0.7493019,0.69917405,0.7493019,0.8328692,0.7994445,0.68245995
91,92,0.7660124,0.8673949,0.7325987,0.7325914,0.66574943,0.7493019,0.8328692,0.7994445,0.68245995
92,93,0.7660124,0.8674425,0.7325987,0.7660161,0.7158809,0.7493019,0.8328692,0.7994445,0.68245995
93,94,0.7660124,0.86753017,0.7325987,0.7493019,0.6490389,0.7493019,0.8328692,0.81615496,0.68245995
94,95,0.7660124,0.8677055,0.7325987,0.7493019,0.61561424,0.7493019,0.8328692,0.81615496,0.68245995
95,96,0.7660124,0.8677055,0.7325987,0.7827266,0.6824599,0.7493019,0.8328692,0.81615496,0.68245995
96,97,0.7660124,0.86761075,0.7325987,0.7325914,0.6490352,0.7493019,0.8328692,0.81615496,0.68245995
97,98,0.7660124,0.86761075,0.71588457,0.7660161,0.6323247,0.7493019,0.8328692,0.7994445,0.68245995
98,99,0.7660124,0.86765826,0.71588457,0.7493019,0.66574943,0.7493019,0.8328692,0.7994445,0.68245995
