,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.5686983,0.70695233,0.7555906,0.5687057,0.5686983,0.6333986,0.5686983,0.81310415,0.65495193
1,2,0.87061036,0.8301474,0.7555906,0.6837181,0.7699755,0.6333986,0.5686983,0.81310415,0.65495193
2,3,0.8778082,0.9302632,0.79153615,0.6333731,0.6980769,0.6333986,0.7340226,0.81310415,0.65495193
3,4,0.906552,0.9611909,0.7915398,0.70526755,0.7843455,0.6477798,0.8274744,0.8562328,0.65495193
4,5,0.913739,0.9772235,0.8202947,0.726843,0.79152507,0.6477798,0.84185535,0.8849877,0.65495193
5,6,0.90655214,0.98568404,0.8634197,0.7196378,0.7196377,0.6477834,0.8346648,0.8778008,0.65495193
6,7,0.90655214,0.9932561,0.8562291,0.70527875,0.7555944,0.62621546,0.84185535,0.83466864,0.65495193
7,8,0.8993616,0.99365604,0.87061024,0.75559807,0.7987267,0.64778346,0.84904224,0.86342347,0.65495193
8,9,0.892171,0.99361944,0.87061024,0.7627775,0.7627885,0.64778346,0.8562292,0.87061036,0.65495193
9,10,0.8993616,0.9938618,0.8778008,0.7699717,0.7340188,0.6405966,0.8490386,0.8778046,0.65495193
10,11,0.892171,0.9942142,0.8849877,0.75559807,0.7915361,0.6334023,0.8562292,0.86342335,0.65495193
11,12,0.892171,0.994225,0.8921746,0.73402625,0.8131078,0.62621546,0.8490386,0.8778008,0.65495193
12,13,0.892171,0.99426156,0.8849877,0.7627886,0.7915324,0.6405966,0.8490386,0.87061393,0.65495193
13,14,0.892171,0.9942175,0.884984,0.7843382,0.7771586,0.6334023,0.84904224,0.85623646,0.65495193
14,15,0.8849804,0.9941332,0.8777971,0.7555979,0.7843418,0.62621176,0.8562292,0.87061393,0.65495193
15,16,0.8849804,0.99392414,0.87061024,0.7484074,0.80591357,0.6405929,0.8634197,0.87061036,0.65495193
16,17,0.8849804,0.9937846,0.87061024,0.7340151,0.80590993,0.6190249,0.87061036,0.86342704,0.65495193
17,18,0.8849804,0.9937773,0.86342335,0.8202801,0.7771549,0.63340235,0.87061036,0.87061757,0.65495193
18,19,0.8849804,0.9933367,0.86342335,0.7915435,0.79153603,0.62621176,0.87061036,0.87780094,0.65495193
19,20,0.8849804,0.9787426,0.85623646,0.80591,0.83466494,0.63340604,0.87061036,0.86342335,0.65495193
20,21,0.8849804,0.95047224,0.84904957,0.8274743,0.8202837,0.6262118,0.87061036,0.8562366,0.65495193
21,22,0.8849804,0.9503915,0.8418627,0.8131005,0.81310415,0.6190212,0.87061036,0.86342335,0.65495193
22,23,0.8849804,0.95038795,0.8418627,0.80591726,0.7987193,0.6190249,0.87061036,0.8634235,0.65495193
23,24,0.87060297,0.95029604,0.83467215,0.8130969,0.8202837,0.6190249,0.87061036,0.8634197,0.65495193
