,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
40,41,0.7527485,0.92522824,0.8183667,0.7426563,0.77294713,0.65687263,0.84357995,0.8385247,0.67232877
41,42,0.7527485,0.9253608,0.81331885,0.73760134,0.75779986,0.6518285,0.84357995,0.82843274,0.67232877
42,43,0.7527485,0.92514384,0.81331885,0.7577998,0.7376159,0.6568727,0.84357995,0.83347684,0.67232877
43,44,0.74770063,0.92510337,0.81331885,0.7729433,0.79816777,0.64677703,0.8486241,0.8486204,0.67232877
44,45,0.74770063,0.92482394,0.81331885,0.75779974,0.7830316,0.6518212,0.8486241,0.83347684,0.67232877
45,46,0.74770063,0.9250592,0.81331885,0.7577887,0.78807586,0.6417329,0.8435763,0.83852834,0.67232877
46,47,0.74770063,0.919971,0.81331885,0.75274825,0.78303534,0.65182483,0.8486241,0.8385247,0.67232877
47,48,0.7527485,0.91987544,0.8082746,0.7628403,0.7779949,0.65686905,0.83853215,0.8435725,0.67232877
48,49,0.7527485,0.90991944,0.8082746,0.7376011,0.7325717,0.64677703,0.8385359,0.83348054,0.67232877
49,50,0.7527485,0.9097465,0.8082746,0.75779617,0.7830317,0.65686905,0.8385359,0.8435689,0.67232877
50,51,0.7527485,0.9144341,0.8082746,0.74769664,0.75780356,0.65686905,0.8385359,0.8435689,0.67232877
51,52,0.7527485,0.9143384,0.8082746,0.73256814,0.7628404,0.65687263,0.8385359,0.8284327,0.67232877
52,53,0.74770063,0.9145223,0.80323046,0.74264896,0.7628551,0.6619204,0.84358007,0.83852845,0.67232877
53,54,0.74770063,0.9146954,0.7981864,0.7325606,0.76284766,0.6518249,0.84862787,0.8435725,0.67232877
54,55,0.74770063,0.91483146,0.80323046,0.7476968,0.75275946,0.6568727,0.8435837,0.8536646,0.67232877
55,56,0.74770063,0.9148719,0.80323046,0.73760116,0.7577999,0.64677703,0.8435837,0.8486204,0.67232877
56,57,0.7426528,0.9197836,0.8082784,0.74264896,0.76789176,0.6568764,0.8435837,0.8435725,0.67232877
57,58,0.7426528,0.9199087,0.80323046,0.7578,0.7477116,0.6518212,0.8385396,0.8435725,0.67232877
58,59,0.7426528,0.9200522,0.80323046,0.72752035,0.7476932,0.656869,0.8385396,0.8435725,0.67232877
59,60,0.7426528,0.91990864,0.80323046,0.74770415,0.73256433,0.6518286,0.8385396,0.8486167,0.67232877
60,61,0.7426528,0.919824,0.80323046,0.73760474,0.742671,0.64678067,0.8385396,0.8486167,0.67232877
61,62,0.7426528,0.9200152,0.7981864,0.7678992,0.762844,0.6518249,0.8385396,0.8486167,0.67232877
62,63,0.7426528,0.91505563,0.79313856,0.73760855,0.75275934,0.6568763,0.8385396,0.8486167,0.67232877
63,64,0.737605,0.91514397,0.7981864,0.752741,0.7527594,0.6568727,0.8385396,0.8536646,0.67232877
64,65,0.737605,0.91496,0.8032306,0.73760855,0.77295077,0.6518285,0.8435874,0.8536645,0.67232877
65,66,0.737605,0.91005564,0.8032306,0.74770045,0.7678955,0.64678067,0.8435874,0.8486167,0.67232877
66,67,0.737605,0.9099711,0.8032306,0.7224761,0.7275239,0.6467844,0.8435874,0.84357625,0.67232877
67,68,0.73256075,0.910144,0.8032306,0.76788443,0.7729433,0.64173657,0.8435874,0.8536645,0.67232877
68,69,0.7275166,0.91009986,0.7981827,0.74264896,0.76285136,0.6518212,0.8435874,0.8486167,0.67232877
69,70,0.7224724,0.91014767,0.79314226,0.7325606,0.7477116,0.6518286,0.8385396,0.8435725,0.67232877
70,71,0.7224724,0.91528004,0.7880944,0.752752,0.74266005,0.6518285,0.8385396,0.8486204,0.67232877
71,72,0.7224724,0.9154161,0.79314226,0.74265265,0.74265647,0.6518249,0.8385396,0.8435725,0.67232877
72,73,0.71742827,0.915372,0.7880944,0.7477004,0.7325717,0.64174026,0.8385396,0.8385247,0.67232877
73,74,0.71742827,0.91032803,0.7880944,0.74265635,0.7729434,0.6518249,0.8385396,0.8435725,0.67232877
74,75,0.71742827,0.9102801,0.7880944,0.73255694,0.752741,0.6518286,0.83349544,0.8486167,0.67232877
75,76,0.7123841,0.91054505,0.7880944,0.75274825,0.74771154,0.65182483,0.82844764,0.8536645,0.67232877
76,77,0.7123841,0.9108502,0.7880944,0.7577924,0.73256433,0.6467808,0.82844764,0.8536645,0.67232877
77,78,0.70733994,0.90075475,0.7880944,0.7577887,0.7527631,0.64678437,0.82844764,0.8536645,0.67232877
78,79,0.70733994,0.90575475,0.79313856,0.7577924,0.7426749,0.6467807,0.82844764,0.8536645,0.67232877
79,80,0.7022958,0.8956148,0.79313856,0.777969,0.7678956,0.6518286,0.82844764,0.8536645,0.67232877
80,81,0.7073399,0.90066636,0.79313856,0.7477042,0.75780356,0.6417366,0.82844764,0.8486203,0.67232877
81,82,0.7073399,0.9007987,0.79313856,0.75275195,0.77294344,0.6518285,0.83349544,0.8435725,0.67232877
82,83,0.7073399,0.89576185,0.78809077,0.7577961,0.71743566,0.64173293,0.83349544,0.8435725,0.67232877
83,84,0.7073399,0.89584285,0.78809077,0.7628403,0.76285875,0.64173657,0.83349544,0.8435725,0.67232877
84,85,0.7073399,0.90101945,0.7779951,0.74265635,0.74267113,0.6467844,0.82844764,0.83852834,0.67232877
85,86,0.7022921,0.90111506,0.7779951,0.7477004,0.74771154,0.6568727,0.82844764,0.8435725,0.67232877
86,87,0.7022921,0.89621055,0.772951,0.73255694,0.74265265,0.6467808,0.82844764,0.83852834,0.67232877
87,88,0.7022921,0.89593107,0.772951,0.75779617,0.7729471,0.6518285,0.82844764,0.8435725,0.67232877
88,89,0.7022921,0.89115906,0.772951,0.74265635,0.7376159,0.6467844,0.82844764,0.83852834,0.67232877
89,90,0.7022921,0.8910707,0.772951,0.76788825,0.75275576,0.6518286,0.82844764,0.83852834,0.67232877
90,91,0.7022921,0.8859752,0.77799517,0.7779764,0.7275313,0.64174026,0.82844764,0.8486203,0.67232877
91,92,0.7022921,0.8860707,0.783043,0.74770784,0.7376196,0.64174026,0.82844764,0.84357613,0.67232877
92,93,0.7022921,0.88602304,0.783043,0.75274837,0.76285875,0.6518286,0.82844764,0.84357613,0.67232877
93,94,0.7022921,0.8761112,0.783043,0.7325644,0.74771166,0.6518286,0.82844764,0.8435725,0.67232877
94,95,0.7022921,0.8711994,0.7779988,0.76284397,0.75275934,0.6518286,0.82844764,0.8486167,0.67232877
95,96,0.7022921,0.8712951,0.7779988,0.7678882,0.727524,0.6518286,0.82844764,0.83852834,0.67232877
96,97,0.7022921,0.86610746,0.7779988,0.72246134,0.73761237,0.6518286,0.82844764,0.8435725,0.67232877
97,98,0.7022921,0.8660191,0.7779988,0.7426563,0.7578146,0.6518286,0.82844764,0.8536609,0.67232877
98,99,0.7022921,0.86611474,0.7779988,0.72246504,0.7224871,0.6518286,0.82844764,0.8536609,0.67232877
