,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
0,1,1.0,0.93931323,0.74977744,0.5996425,1.0,0.59963506,1.0,0.7497738,0.59963506
1,2,0.79981756,0.9775669,0.74977744,0.5996388,0.69973,0.59963506,1.0,0.7497738,0.59963506
2,3,0.7497738,0.9843233,0.84986866,0.54959136,0.6496788,0.59963506,0.74977744,0.7497738,0.59963506
3,4,0.7497738,0.9879096,0.84986866,0.59963506,0.59963506,0.59963506,0.89990884,0.69973,0.59963506
4,5,0.7497738,0.98828536,0.8999125,0.54959136,0.54959136,0.59963506,0.89990884,0.7497738,0.59963506
5,6,0.7497738,0.98889446,0.8999125,0.6496825,0.59963506,0.59963506,0.89990884,0.79981756,0.59963506
6,7,0.7497738,0.98874456,0.8999125,0.6496862,0.59963506,0.59963506,0.8498613,0.7497738,0.59963506
7,8,0.7497738,0.9892845,0.84986866,0.6496788,0.6997263,0.59963506,0.8498613,0.7497738,0.59963506
8,9,0.69973,0.98963845,0.79982126,0.54959136,0.54959506,0.59963506,0.8498613,0.79981756,0.59963506
9,10,0.74977374,0.98975545,0.79982126,0.6496789,0.5996388,0.59963506,0.8498613,0.79981756,0.59963506
10,11,0.74977374,0.9894416,0.79982126,0.54959136,0.6496826,0.59963506,0.8498613,0.7497738,0.59963506
11,12,0.74977374,0.9898027,0.79982126,0.59963506,0.54959136,0.59963506,0.8498613,0.69973,0.59963506
12,13,0.74977374,0.98975533,0.79982126,0.59963506,0.5996425,0.59963506,0.79981756,0.79981756,0.59963506
13,14,0.74977374,0.9398392,0.79982126,0.59963506,0.6496862,0.59963506,0.79981756,0.79981756,0.59963506
14,15,0.79981756,0.9396385,0.79982126,0.6496788,0.5996425,0.59963506,0.79981756,0.79981756,0.59963506
15,16,0.79981756,0.93929195,0.79982126,0.69973004,0.5996388,0.59963506,0.79981756,0.79981756,0.59963506
16,17,0.79981756,0.9390621,0.79982126,0.6997263,0.64969,0.59963506,0.79981756,0.8498613,0.59963506
17,18,0.79981756,0.9391058,0.79982126,0.59963506,0.5996425,0.59963506,0.79981756,0.79981756,0.59963506
18,19,0.79981756,0.9392737,0.79982126,0.59963506,0.5996388,0.59963506,0.79981756,0.79981756,0.59963506
19,20,0.79981756,0.98909855,0.79982126,0.6496825,0.6496862,0.59963506,0.7497738,0.7497738,0.59963506
20,21,0.74977374,0.9889599,0.79982126,0.6496788,0.64969,0.59963506,0.7497738,0.7497738,0.59963506
21,22,0.74977374,0.98887587,0.79982126,0.54959136,0.6997337,0.59963506,0.7497738,0.7497738,0.59963506
22,23,0.79982126,0.98869354,0.79982126,0.59963506,0.6496862,0.59963506,0.7497738,0.79981756,0.59963506
23,24,0.79982126,0.9385694,0.79982126,0.6496788,0.54959506,0.59963506,0.7497738,0.8498613,0.59963506
24,25,0.79982126,0.9384819,0.7497738,0.59963506,0.6997337,0.59963506,0.7497738,0.79981756,0.59963506
