,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
58,59,0.82418525,0.9492098,0.77395177,0.81163037,0.7613923,0.8492998,0.82418543,0.7362735
59,60,0.82418525,0.9492601,0.7990662,0.8116303,0.73627335,0.8492998,0.8367403,0.7362735
60,61,0.82418525,0.94926476,0.79907084,0.83674484,0.7613923,0.8492998,0.8367403,0.7362735
61,62,0.82418525,0.94961697,0.7739519,0.82418984,0.7613923,0.8492998,0.8367403,0.7362735
62,63,0.82418525,0.9494935,0.76139235,0.82418525,0.7488328,0.8492998,0.8367403,0.7362735
63,64,0.82418525,0.94967186,0.7739519,0.7990662,0.7613923,0.86185926,0.8367403,0.7362735
64,65,0.82418525,0.9496123,0.79906625,0.7990709,0.7488328,0.86185926,0.8367403,0.7362735
65,66,0.82418525,0.94978625,0.81163037,0.7865114,0.7613923,0.86185926,0.8367403,0.7362735
66,67,0.82418525,0.9497313,0.7865113,0.79906625,0.7488328,0.86185926,0.8367403,0.7362735
67,68,0.82418525,0.9496718,0.7739518,0.8116303,0.7488328,0.86185926,0.8367403,0.7362735
68,69,0.82418525,0.94973594,0.7739519,0.8367493,0.7613923,0.86185926,0.8367403,0.7362735
69,70,0.82418525,0.94961685,0.79907084,0.7865113,0.7488328,0.86185926,0.8367403,0.7362735
70,71,0.82418525,0.94979084,0.7865113,0.8116304,0.7488328,0.86185926,0.8241808,0.7362735
71,72,0.82418525,0.9498458,0.7865113,0.8116258,0.7488328,0.86185926,0.8241808,0.7362735
72,73,0.82418525,0.94979084,0.7739518,0.79906625,0.7488328,0.86185926,0.8241808,0.7362735
73,74,0.82418525,0.94979084,0.7739518,0.7990662,0.7488328,0.86185926,0.8241808,0.7362735
74,75,0.82418525,0.9496674,0.7865113,0.8116303,0.7488328,0.86185926,0.84929967,0.7362735
75,76,0.82418525,0.94972235,0.7865113,0.7990662,0.7488328,0.86185926,0.84929967,0.7362735
76,77,0.82418525,0.94965374,0.7865113,0.78650665,0.7488328,0.86185926,0.84929967,0.7362735
77,78,0.82418525,0.94959444,0.7865113,0.77396107,0.7488328,0.86185926,0.8367402,0.7362735
78,79,0.82418525,0.94965374,0.79907084,0.81163037,0.7613923,0.86185926,0.84929967,0.7362735
79,80,0.82418525,0.94959444,0.79907084,0.82418984,0.7488328,0.86185926,0.84929967,0.7362735
80,81,0.82418525,0.9372728,0.7990662,0.78650665,0.7488328,0.86185926,0.84929967,0.7362735
81,82,0.82418525,0.9372729,0.7865113,0.7865113,0.7613923,0.86185926,0.8241808,0.7362735
82,83,0.82418525,0.93745124,0.7739518,0.81163037,0.7488328,0.86185926,0.8241808,0.7362735
83,84,0.82418525,0.9372728,0.81163037,0.7990755,0.7613923,0.86185926,0.8241808,0.7362735
84,85,0.82418525,0.93732774,0.7865113,0.8116257,0.7488328,0.86185926,0.8241808,0.7362735
85,86,0.82418525,0.93738264,0.79906625,0.8116257,0.7488328,0.86185926,0.8241808,0.7362735
86,87,0.82418525,0.9375611,0.81163037,0.77395654,0.7488328,0.86185926,0.8241808,0.7362735
87,88,0.82418525,0.93738264,0.7990662,0.81163037,0.7488328,0.86185926,0.8241808,0.7362735
88,89,0.82418525,0.93743753,0.7865113,0.82418525,0.7488328,0.86185926,0.8241808,0.7362735
89,90,0.82418525,0.93743753,0.7865113,0.761397,0.7488328,0.86185926,0.8241808,0.7362735
90,91,0.82418525,0.93720436,0.7865113,0.7865113,0.7613923,0.86185926,0.84929967,0.7362735
91,92,0.82418525,0.93756115,0.7865113,0.7237185,0.7488328,0.86185926,0.84929967,0.7362735
92,93,0.82418525,0.9375017,0.7739519,0.7990662,0.7488328,0.86185926,0.8241808,0.7362735
93,94,0.82418525,0.9375567,0.7865113,0.8116257,0.7488328,0.86185926,0.8241808,0.7362735
94,95,0.82418525,0.9376116,0.7990662,0.8116257,0.7488328,0.86185926,0.83674026,0.7362735
95,96,0.82418525,0.9374926,0.7865113,0.7739519,0.7488328,0.86185926,0.8367402,0.7362735
96,97,0.82418525,0.9376116,0.7865113,0.8367448,0.7488328,0.86185926,0.8241808,0.7362735
97,98,0.82418525,0.9374332,0.79907084,0.7739518,0.7488328,0.86185926,0.8241808,0.7362735
98,99,0.82418525,0.937488,0.7865067,0.79907084,0.7488328,0.86185926,0.8241808,0.7362735
