,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
88,89,0.7497674,0.9267552,0.68720806,0.49953023,0.5620895,0.6246488,0.81232667,0.6872081
89,90,0.7497674,0.9267552,0.6872081,0.6246488,0.6246488,0.6246488,0.74976736,0.6872081
90,91,0.7497674,0.9266367,0.5620895,0.49953023,0.5620895,0.6246488,0.74976736,0.6872081
91,92,0.7497674,0.9266959,0.56208956,0.6246488,0.5620895,0.6246488,0.74976736,0.6872081
92,93,0.7497674,0.9267552,0.56208956,0.6246488,0.5620895,0.6246488,0.74976736,0.6872081
93,94,0.7497674,0.92681444,0.6246488,0.56208956,0.5620895,0.6246488,0.81232667,0.6872081
94,95,0.7497674,0.92669594,0.6246488,0.68720806,0.6246488,0.6246488,0.81232667,0.6872081
95,96,0.7497674,0.92669594,0.6246488,0.6246488,0.5620895,0.6246488,0.74976736,0.6872081
96,97,0.7497674,0.9267552,0.49953023,0.56208956,0.5620895,0.6246488,0.81232667,0.6872081
97,98,0.7497674,0.92658186,0.6246488,0.56208956,0.5620895,0.6246488,0.81232667,0.6872081
98,99,0.7497674,0.9264633,0.6872081,0.5620895,0.5620895,0.6246488,0.74976736,0.6872081
