,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.54577833,0.7337387,0.57731795,0.54577833,0.62144905,0.54577833,0.8485881,0.69716674
1,2,0.86120766,0.8206823,0.6782655,0.67822796,0.62144905,0.54577833,0.8485881,0.69716674
2,3,0.89275676,0.82077426,0.697148,0.6088201,0.62144905,0.7413401,0.8485881,0.69716674
3,4,0.9053764,0.8859645,0.7097817,0.68453306,0.646693,0.8170437,0.85490257,0.69716674
4,5,0.9305921,0.899697,0.72873455,0.70346254,0.6782373,0.86120296,0.84228766,0.69716674
5,6,0.9369019,0.9506351,0.6782373,0.709777,0.6656271,0.88013244,0.85489786,0.69716674
6,7,0.9305921,0.96923745,0.7413448,0.70348597,0.68455184,0.8801324,0.88643754,0.69716674
7,8,0.9305921,0.9700054,0.8044241,0.7602649,0.67824674,0.8801324,0.8738273,0.69716674
8,9,0.9305921,0.9759658,0.7665747,0.75395036,0.6656271,0.8801324,0.88644224,0.69716674
9,10,0.9305921,0.97656393,0.753955,0.7791708,0.67824674,0.8801324,0.88013244,0.69716674
10,11,0.9242823,0.9762648,0.77287036,0.7917951,0.6719369,0.8864422,0.86751753,0.69716674
11,12,0.9242823,0.9764993,0.78550875,0.7854853,0.6656318,0.8864422,0.88644224,0.69716674
12,13,0.9242823,0.97655445,0.7854947,0.7728751,0.6845612,0.8801324,0.8738179,0.69716674
13,14,0.9242823,0.97655445,0.8107386,0.8170437,0.68455654,0.88643754,0.89274263,0.69716674
14,15,0.9242823,0.97726744,0.81702965,0.8359591,0.6719369,0.89905715,0.89274734,0.69716674
15,16,0.9179772,0.97720766,0.7791896,0.79812366,0.6719369,0.89905715,0.90537167,0.69716674
16,17,0.9242823,0.9768489,0.76025546,0.77918017,0.67824674,0.90536696,0.89906186,0.69716674
17,18,0.9179772,0.9709483,0.8107339,0.83597314,0.6593173,0.90536696,0.89274734,0.69716674
18,19,0.9179772,0.9706493,0.8107292,0.8422736,0.6593173,0.90536696,0.88013244,0.69716674
19,20,0.91167206,0.97041,0.8044335,0.8359638,0.6656271,0.90536696,0.88643754,0.69716674
