,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
24,25,0.7182203,0.9020902,0.71821576,0.62429684,0.5929874,0.7495251,0.7808345,0.6556016
25,26,0.7182203,0.9022637,0.68690646,0.5616781,0.5616781,0.7495251,0.7808345,0.6556016
26,27,0.7182203,0.9022637,0.6556016,0.6242968,0.5616781,0.7495251,0.7808345,0.6556016
27,28,0.7182203,0.87107307,0.6555971,0.5929829,0.5929874,0.7808345,0.7808345,0.6556016
28,29,0.7182203,0.87107307,0.62429225,0.68690646,0.5616781,0.7808345,0.74952966,0.6556016
29,30,0.7182203,0.8714292,0.65559703,0.62429225,0.5929874,0.7495251,0.7808345,0.6556016
30,31,0.7182203,0.8714292,0.6242877,0.5929875,0.5616781,0.7495251,0.7808345,0.6556016
31,32,0.7182203,0.87137437,0.6556016,0.62429684,0.5616781,0.7495251,0.7808345,0.6556016
32,33,0.7182203,0.87131506,0.62429225,0.5929829,0.5616781,0.7495251,0.74952966,0.6556016
33,34,0.7182203,0.87131506,0.5929829,0.5616781,0.5616781,0.7495251,0.74952966,0.6556016
34,35,0.7182203,0.87131506,0.6555971,0.5929875,0.5616781,0.71821576,0.7182203,0.6556016
35,36,0.7182203,0.87131506,0.6555971,0.5616735,0.5929874,0.7808345,0.74952966,0.6556016
36,37,0.7182203,0.8710776,0.6555971,0.6556016,0.5616781,0.7808345,0.74952966,0.6556016
37,38,0.7182203,0.8710776,0.6869064,0.53036875,0.5616781,0.7808345,0.74952966,0.6556016
38,39,0.7182203,0.87113696,0.5929829,0.5929875,0.5616781,0.7808345,0.74952966,0.6556016
39,40,0.7182203,0.8710183,0.5929829,0.5616781,0.5616781,0.7808345,0.7182203,0.6556016
40,41,0.7182203,0.87119627,0.6555971,0.5929829,0.5929874,0.7808345,0.74952966,0.6556016
41,42,0.7182203,0.87113696,0.6242877,0.5929829,0.5616781,0.7808345,0.7182203,0.6556016
42,43,0.7182203,0.8714886,0.68690646,0.53036875,0.5616781,0.7808345,0.7182203,0.6556016
43,44,0.7182203,0.87154794,0.6555971,0.62429225,0.5616781,0.7495251,0.7182203,0.6556016
44,45,0.7182203,0.87178534,0.6556016,0.5616735,0.5929874,0.7495251,0.7182203,0.6556016
45,46,0.7182203,0.87160724,0.7182158,0.5616781,0.5616781,0.7495251,0.7182203,0.6556016
46,47,0.7182203,0.87136984,0.6555971,0.5616735,0.5616781,0.7808345,0.7182203,0.6556016
47,48,0.7182203,0.8718402,0.5929829,0.5929829,0.5616781,0.7808345,0.7182203,0.6556016
48,49,0.7495251,0.8718402,0.68690646,0.65560156,0.5929874,0.7808345,0.7495251,0.6556016
49,50,0.7495251,0.8716028,0.68690646,0.5616781,0.5616781,0.7808345,0.7808345,0.6556016
50,51,0.7495251,0.87154794,0.6556016,0.5929829,0.5616781,0.7808345,0.7808345,0.6556016
51,52,0.71821576,0.8715434,0.5929829,0.6242968,0.5616781,0.7808345,0.7495251,0.6556016
52,53,0.71821576,0.8714886,0.6242877,0.53036875,0.5616781,0.7808345,0.7808345,0.6556016
53,54,0.71821576,0.87142015,0.6555971,0.5616781,0.5616781,0.7808345,0.7808345,0.6556016
54,55,0.71821576,0.8713653,0.6555971,0.5616735,0.5616781,0.7808345,0.7808345,0.6556016
55,56,0.71821576,0.87124664,0.7182158,0.5929874,0.5616781,0.7808345,0.7808345,0.6556016
56,57,0.71821576,0.87125117,0.6555971,0.5929875,0.5616781,0.7808345,0.7808345,0.6556016
57,58,0.71821576,0.8716621,0.68690646,0.53036875,0.5616781,0.7808345,0.7808345,0.6556016
58,59,0.71821576,0.8714247,0.6555971,0.5616735,0.5616781,0.7808345,0.7808345,0.6556016
59,60,0.71821576,0.8713653,0.6555971,0.5616781,0.5616781,0.7808345,0.7808345,0.6556016
60,61,0.71821576,0.87142015,0.6242877,0.5616781,0.5616781,0.7808345,0.7808345,0.6556016
61,62,0.71821576,0.8717169,0.6555971,0.5616781,0.5616781,0.7808345,0.7808345,0.6556016
62,63,0.71821576,0.8717169,0.68690646,0.62429684,0.5616781,0.7808345,0.7808345,0.6556016
63,64,0.71821576,0.8717169,0.68690646,0.5929829,0.5616781,0.7808345,0.7808345,0.6556016
64,65,0.71821576,0.87136084,0.6242877,0.62429684,0.5616781,0.7808345,0.74952966,0.6556016
65,66,0.686911,0.8714247,0.6555971,0.5616735,0.5616781,0.7808345,0.74952966,0.6556016
66,67,0.686911,0.871484,0.6555971,0.5929829,0.53036875,0.7808345,0.74952966,0.6556016
67,68,0.686911,0.871306,0.6555971,0.5929875,0.5616781,0.7808345,0.74952966,0.6556016
68,69,0.686911,0.8713653,0.6555971,0.5616781,0.5616781,0.7808345,0.74952966,0.6556016
69,70,0.686911,0.871306,0.6555971,0.5929829,0.5616781,0.7808345,0.780839,0.6556016
70,71,0.686911,0.8713653,0.68690646,0.53036875,0.5616781,0.7808345,0.74952966,0.6556016
71,72,0.686911,0.8713653,0.62429225,0.62429225,0.53036875,0.7808345,0.74952966,0.6556016
72,73,0.686911,0.87142015,0.6555971,0.5616781,0.5616781,0.7808345,0.780839,0.6556016
73,74,0.686911,0.87142015,0.6555971,0.5616735,0.53036875,0.7808345,0.780839,0.6556016
74,75,0.686911,0.87142015,0.68690646,0.5616781,0.5616781,0.7808345,0.74952966,0.6556016
75,76,0.6556016,0.87142015,0.6555971,0.53036875,0.5616781,0.7808345,0.780839,0.6556016
76,77,0.6556016,0.87142015,0.6555971,0.62429225,0.5616781,0.7808345,0.780839,0.6556016
77,78,0.6556016,0.87142015,0.6555971,0.5616781,0.53036875,0.7808345,0.780839,0.6556016
78,79,0.6556016,0.87142015,0.68690646,0.62429225,0.53036875,0.7808345,0.780839,0.6556016
79,80,0.6556016,0.871475,0.65559703,0.53036875,0.5616781,0.7808345,0.780839,0.6556016
80,81,0.6556016,0.871475,0.7495251,0.53036875,0.53036875,0.7808345,0.780839,0.6556016
81,82,0.6556016,0.871475,0.6555971,0.5616781,0.5616781,0.7808345,0.780839,0.6556016
82,83,0.6556016,0.87142015,0.68690646,0.53036875,0.53036875,0.7808345,0.780839,0.6556016
83,84,0.6556016,0.87142015,0.6869109,0.5929875,0.5616781,0.7808345,0.74952966,0.6556016
84,85,0.6556016,0.8717169,0.68690646,0.5616781,0.5616781,0.7808345,0.74952966,0.6556016
85,86,0.6556016,0.8717169,0.6555971,0.5616735,0.53036875,0.7808345,0.74952966,0.6556016
86,87,0.6556016,0.8717169,0.6555971,0.5616781,0.53036875,0.7808345,0.7182203,0.6556016
87,88,0.62429225,0.8717169,0.68690646,0.5616781,0.5616781,0.7808345,0.7182203,0.6556016
88,89,0.62429225,0.8717169,0.6555971,0.5303642,0.5616781,0.7808345,0.74952966,0.6556016
89,90,0.62429225,0.8404669,0.6555971,0.5616781,0.53036875,0.7808345,0.74952966,0.6556016
90,91,0.62429225,0.8403482,0.6556016,0.6242968,0.5616781,0.7808345,0.74952966,0.6556016
91,92,0.62429225,0.8402888,0.6555971,0.5929829,0.5616781,0.7808345,0.74952966,0.6556016
92,93,0.62429225,0.8401153,0.6242877,0.5929875,0.53036875,0.7808345,0.74952966,0.6556016
93,94,0.62429225,0.8401153,0.6555971,0.5929875,0.53036875,0.7808345,0.74952966,0.6556016
94,95,0.62429225,0.8400605,0.6555971,0.5616781,0.53036875,0.7808345,0.74952966,0.6556016
95,96,0.62429225,0.8401153,0.68690646,0.53036875,0.5616781,0.7808345,0.74952966,0.6556016
96,97,0.62429225,0.8401747,0.6555971,0.53036875,0.53036875,0.7808345,0.74952966,0.6556016
97,98,0.62429225,0.8398779,0.68690646,0.4990594,0.53036875,0.7808345,0.7182203,0.6556016
98,99,0.62429225,0.8397637,0.71821576,0.62429225,0.53036875,0.7808345,0.7182203,0.6556016
