,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.542535,0.5884874,0.55281514,0.5990756,0.53739494,0.635056,0.53739494,0.722437,0.54859936
1,2,0.8817787,0.5847059,0.55281514,0.6196359,0.6967367,0.635056,0.53739494,0.722437,0.54859936
2,3,0.8869187,0.5847899,0.5630953,0.6915966,0.8817787,0.635056,0.8766386,0.722437,0.54859936
3,4,0.8869187,0.5891317,0.5579552,0.7429973,0.8714986,0.5630953,0.89205873,0.7429972,0.54859936
4,5,0.8817787,0.61857146,0.5579552,0.72757703,0.8714986,0.5733754,0.89205873,0.7789776,0.54859936
5,6,0.8766386,0.69857144,0.55795515,0.68645656,0.8766387,0.5785154,0.89205873,0.814958,0.54859936
6,7,0.8817786,0.77651256,0.5733754,0.72757703,0.8663586,0.5682353,0.89205873,0.8098179,0.54859936
7,8,0.8766386,0.83137256,0.58879554,0.7172969,0.8817786,0.55795515,0.89205873,0.8252381,0.54859936
8,9,0.8766386,0.86567223,0.6247759,0.7532773,0.8869187,0.5733754,0.89205873,0.80981797,0.54859936
9,10,0.8766386,0.8857702,0.67103636,0.72243696,0.8663586,0.5836555,0.89719886,0.80981797,0.54859936
10,11,0.8663586,0.90450984,0.722437,0.7070168,0.8612186,0.57337534,0.89719886,0.85093844,0.54859936
11,12,0.8663586,0.9054901,0.75841737,0.72757703,0.8714986,0.5682353,0.89719886,0.8303782,0.54859936
12,13,0.8663586,0.90563023,0.7841177,0.76869756,0.85607845,0.57337534,0.89719886,0.8200981,0.54859936
13,14,0.8714986,0.90492994,0.80981797,0.7327171,0.8766387,0.5682353,0.89719886,0.80981797,0.54859936
14,15,0.8663586,0.90773106,0.8252381,0.7429972,0.8714986,0.5682353,0.89719886,0.814958,0.54859936
15,16,0.86121845,0.90759104,0.8406583,0.7532773,0.8663586,0.5630953,0.89719886,0.80467784,0.54859936
16,17,0.86121845,0.90913165,0.85607845,0.74299717,0.8714986,0.5682353,0.89719886,0.80981797,0.54859936
17,18,0.86121845,0.9041317,0.87149847,0.77383745,0.8817787,0.5733754,0.89719886,0.80981797,0.54859936
18,19,0.8663586,0.90539217,0.8766386,0.78411764,0.8817787,0.5630953,0.89719886,0.8200981,0.54859936
19,20,0.8663586,0.9003922,0.8817786,0.7635574,0.8766386,0.5630953,0.89719886,0.8303782,0.54859936
20,21,0.8663586,0.90067226,0.88691866,0.74813724,0.8766386,0.5785154,0.89719886,0.83551824,0.54859936
21,22,0.8663586,0.8970728,0.88691866,0.7635574,0.8509383,0.5682353,0.89719886,0.8303782,0.54859936
22,23,0.8663586,0.8983334,0.8817786,0.7789776,0.86635846,0.5682353,0.89719886,0.8303782,0.54859936
23,24,0.8663586,0.8983334,0.8817786,0.76355743,0.8766386,0.5630953,0.89719886,0.8303782,0.54859936
24,25,0.8663586,0.8984734,0.8817786,0.7738375,0.86121845,0.5630953,0.89719886,0.8303782,0.54859936
25,26,0.8714986,0.8991736,0.8817786,0.7738375,0.8766386,0.57337534,0.89719886,0.83551824,0.54859936
26,27,0.8714986,0.89959383,0.88691866,0.7841176,0.85607845,0.5630953,0.89719886,0.8457984,0.54859936
27,28,0.8714986,0.8997339,0.88691866,0.73271704,0.8817787,0.5630953,0.89719886,0.8406583,0.54859936
28,29,0.8663586,0.9009944,0.88691866,0.78925765,0.8714986,0.5630953,0.89719886,0.85093844,0.54859936
29,30,0.8663586,0.90267503,0.8817786,0.7789776,0.8766386,0.5785154,0.89719886,0.8457984,0.54859936
30,31,0.8663586,0.90309525,0.8817786,0.76869744,0.8766386,0.5630953,0.89719886,0.8457983,0.54859936
31,32,0.86121845,0.9016946,0.8817786,0.75841737,0.8663586,0.5682353,0.89719886,0.8457983,0.54859936
32,33,0.86121845,0.9019748,0.8817786,0.7686975,0.8663586,0.5682353,0.89719886,0.8457983,0.54859936
33,34,0.8663586,0.9033753,0.8817786,0.7327171,0.8714986,0.5682353,0.89719886,0.8457983,0.54859936
34,35,0.86121845,0.9033753,0.8817786,0.7943978,0.86635846,0.5682353,0.89719886,0.8457983,0.54859936
35,36,0.8663586,0.9037954,0.8766386,0.76869744,0.8714986,0.5682353,0.89719886,0.8457983,0.54859936
36,37,0.8663586,0.90239495,0.8766386,0.7686975,0.8714986,0.5682353,0.89719886,0.8509383,0.54859936
37,38,0.8663586,0.9009944,0.8817786,0.77383757,0.8612186,0.5682353,0.89719886,0.8509383,0.54859936
38,39,0.8663586,0.9009944,0.8766386,0.74813724,0.8612186,0.5682353,0.89719886,0.8509383,0.54859936
39,40,0.8663586,0.9009944,0.8766386,0.7738375,0.8612186,0.5733754,0.89719886,0.8509383,0.54859936
40,41,0.8663586,0.9009944,0.8766386,0.7686975,0.8612186,0.5682353,0.89719886,0.8457983,0.54859936
41,42,0.8714986,0.89959383,0.8766386,0.75841737,0.8663586,0.5630953,0.89719886,0.8457983,0.54859936
42,43,0.8663586,0.89959383,0.8766386,0.77383757,0.8663586,0.5682353,0.89719886,0.8457983,0.54859936
43,44,0.8663586,0.8994538,0.8766386,0.7841177,0.8612186,0.5682353,0.89719886,0.8457983,0.54859936
44,45,0.8663586,0.9007143,0.8766386,0.7584173,0.8560785,0.5630953,0.89719886,0.8457983,0.54859936
45,46,0.8663586,0.9007143,0.8714986,0.76869744,0.85607845,0.5630953,0.89719886,0.8457983,0.54859936
46,47,0.8663586,0.9005742,0.8714986,0.76355743,0.8612186,0.5630953,0.89719886,0.8457983,0.54859936
47,48,0.8663586,0.9004342,0.8714986,0.7789776,0.8714986,0.5630953,0.89719886,0.8457983,0.54859936
48,49,0.86121845,0.900154,0.8714986,0.7532773,0.8714986,0.55795515,0.89719886,0.8457983,0.54859936
49,50,0.86121845,0.8998739,0.8663586,0.7789775,0.8663586,0.55795527,0.89719886,0.8457983,0.54859936
50,51,0.86121845,0.89599437,0.8663586,0.76869744,0.8663586,0.55795527,0.89719886,0.8457983,0.54859936
51,52,0.86121845,0.8955743,0.8714986,0.77897763,0.86121845,0.5630953,0.89719886,0.8457983,0.54859936
52,53,0.8663586,0.8944537,0.8714986,0.7584173,0.86121845,0.5733754,0.89719886,0.8457983,0.54859936
53,54,0.86121845,0.89389354,0.8714986,0.7532773,0.8663586,0.5682353,0.89719886,0.8509383,0.54859936
54,55,0.8663586,0.895154,0.8714986,0.78925776,0.86121845,0.5630953,0.89205873,0.8457983,0.54859936
55,56,0.8663586,0.895014,0.8714986,0.7841176,0.8663586,0.5682353,0.89205873,0.8509383,0.54859936
56,57,0.8663586,0.895014,0.8714986,0.7789776,0.8766386,0.5682353,0.89205873,0.8509383,0.54859936
57,58,0.8663586,0.8947339,0.8714986,0.7584173,0.86635846,0.5630953,0.89205873,0.8509383,0.54859936
58,59,0.8663586,0.8947339,0.8714986,0.79953784,0.85093844,0.5630953,0.89205873,0.8509383,0.54859936
59,60,0.8663586,0.8945939,0.8714986,0.7789775,0.86121845,0.5630953,0.89205873,0.8509383,0.54859936
60,61,0.8663586,0.8945939,0.8714986,0.7892577,0.8612186,0.55795515,0.89205873,0.8509383,0.54859936
61,62,0.8663586,0.8945939,0.8714986,0.7841176,0.85607845,0.5682353,0.89205873,0.8509383,0.54859936
62,63,0.8663586,0.8945939,0.8714986,0.7686975,0.8457983,0.5682353,0.89205873,0.8509383,0.54859936
63,64,0.8663586,0.8945939,0.8714986,0.78411764,0.85607845,0.5630953,0.89205873,0.8509383,0.54859936
64,65,0.8663586,0.8945939,0.8714986,0.7841176,0.85607845,0.5630953,0.89205873,0.8509383,0.54859936
65,66,0.8663586,0.8945939,0.8714986,0.7789776,0.85607845,0.5733754,0.89205873,0.8509383,0.54859936
66,67,0.8663586,0.8945939,0.8714986,0.7532773,0.8509383,0.55281514,0.89205873,0.8509383,0.54859936
67,68,0.8663586,0.8943138,0.8714986,0.78411764,0.85093844,0.5733754,0.89205873,0.8509383,0.54859936
68,69,0.8663586,0.89403373,0.8766386,0.7738375,0.85607845,0.55795527,0.89205873,0.8509383,0.54859936
69,70,0.8663586,0.8938936,0.8766386,0.7943977,0.86121845,0.5630953,0.89205873,0.8509383,0.54859936
70,71,0.8663586,0.8936135,0.8766386,0.7789776,0.85093844,0.55795515,0.89205873,0.8509383,0.54859936
