,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.51932776,0.57563025,0.5630252,0.62128854,0.5630253,0.57759106,0.5630253,0.7305323,0.57002795
1,2,0.8689076,0.614986,0.5630252,0.664986,0.67955184,0.57759106,0.5630253,0.7305323,0.57002795
2,3,0.8689076,0.63193285,0.5630252,0.672269,0.8397759,0.57759106,0.832493,0.7305323,0.57002795
3,4,0.8689076,0.7145659,0.5630252,0.664986,0.8761905,0.57759106,0.8689076,0.74509805,0.57002795
4,5,0.86890763,0.7564426,0.584874,0.7159664,0.8616246,0.5630252,0.8616247,0.7305322,0.57002795
5,6,0.86890763,0.82857144,0.61400557,0.70140064,0.8616246,0.5703081,0.8616247,0.81064427,0.57002795
6,7,0.86890763,0.8529412,0.65770316,0.7232493,0.83977586,0.5630252,0.8616247,0.81064415,0.57002795
7,8,0.86890763,0.8662465,0.6868348,0.7232494,0.8543417,0.5630252,0.87619054,0.8033614,0.57002795
8,9,0.86890763,0.887395,0.6941177,0.7305323,0.8470588,0.5703081,0.87619054,0.8106443,0.57002795
9,10,0.86890763,0.8963586,0.7086836,0.7378152,0.8470589,0.5630252,0.87619054,0.81064427,0.57002795
10,11,0.86890763,0.91022414,0.73781514,0.75238097,0.8543418,0.5411765,0.8834734,0.8033614,0.57002795
11,12,0.86890763,0.91176474,0.75966394,0.75966394,0.8616246,0.57759106,0.8761905,0.7887956,0.57002795
12,13,0.86890763,0.91862744,0.7815126,0.74509805,0.8543417,0.5703081,0.8761905,0.8033613,0.57002795
13,14,0.8616247,0.91792715,0.81064427,0.7014006,0.8470589,0.5630252,0.8761905,0.79607844,0.57002795
14,15,0.8616247,0.92058814,0.8179272,0.74509805,0.8543417,0.5630252,0.8761905,0.79607844,0.57002795
15,16,0.8616247,0.9135855,0.8543417,0.7159664,0.8543417,0.5630252,0.8761905,0.78879553,0.57002795
16,17,0.8616247,0.91470593,0.8543418,0.77422976,0.8470589,0.55574226,0.8761905,0.79607844,0.57002795
17,18,0.8616247,0.91484594,0.8470589,0.71596634,0.8616246,0.5630252,0.8761905,0.8033613,0.57002795
18,19,0.8616247,0.9161065,0.8761905,0.7159664,0.8689076,0.5703081,0.8761905,0.8033613,0.57002795
19,20,0.8616247,0.9089637,0.86890763,0.7232493,0.8470589,0.5703081,0.8761905,0.81064427,0.57002795
20,21,0.8616247,0.9021009,0.86890763,0.75238097,0.83977586,0.57759106,0.8761905,0.8033613,0.57002795
21,22,0.8616247,0.8963585,0.8616247,0.75238097,0.8397759,0.5703081,0.8761905,0.8179272,0.57002795
22,23,0.8616247,0.89747894,0.8616247,0.7378152,0.8543417,0.5703081,0.8761905,0.8252101,0.57002795
23,24,0.8616247,0.89761907,0.8616247,0.7232493,0.8470588,0.55574226,0.8834734,0.8252101,0.57002795
24,25,0.8616247,0.89789915,0.8616247,0.7232493,0.86890763,0.55574226,0.8834734,0.8252101,0.57002795
25,26,0.8616247,0.8980392,0.8616247,0.7305323,0.8470589,0.5630252,0.8834734,0.832493,0.57002795
26,27,0.8616247,0.8985993,0.8616247,0.7159664,0.832493,0.5703081,0.8834734,0.8470589,0.57002795
27,28,0.8616247,0.8988795,0.86890763,0.7450981,0.8397759,0.5630252,0.8834734,0.8470589,0.57002795
28,29,0.8616247,0.89986,0.86890763,0.7232493,0.8616246,0.55574226,0.8834734,0.8252101,0.57002795
29,30,0.8616247,0.90168065,0.86890763,0.7232493,0.8616247,0.5703081,0.8834734,0.832493,0.57002795
30,31,0.8616247,0.90196073,0.86890763,0.7378152,0.8470589,0.55574226,0.8834734,0.832493,0.57002795
31,32,0.8616247,0.89341736,0.87619054,0.75966394,0.8616246,0.5630252,0.8834734,0.8397759,0.57002795
32,33,0.8616247,0.89369744,0.86890763,0.75238097,0.8470589,0.55574226,0.8834734,0.8470588,0.57002795
33,34,0.8616247,0.89537823,0.86890763,0.73781514,0.8543418,0.5630252,0.8834734,0.8397759,0.57002795
34,35,0.8616247,0.89537823,0.86890763,0.7378152,0.8543418,0.5630252,0.8834734,0.8470588,0.57002795
35,36,0.8616247,0.8955183,0.86890763,0.7159664,0.8470589,0.5630252,0.8834734,0.8397759,0.57002795
36,37,0.8616247,0.89425766,0.86890763,0.75966394,0.8543418,0.5630252,0.8834734,0.83977586,0.57002795
37,38,0.8616247,0.8928571,0.86890763,0.75238097,0.8470589,0.55574226,0.8834734,0.8470588,0.57002795
38,39,0.8616247,0.8928571,0.86890763,0.7450981,0.8470589,0.5703081,0.8834734,0.8470588,0.57002795
39,40,0.8616247,0.8931373,0.86890763,0.76694685,0.8397759,0.5630252,0.8834734,0.8470588,0.57002795
40,41,0.8616247,0.8931373,0.86890763,0.7378152,0.8543418,0.55574226,0.8834734,0.8470588,0.57002795
41,42,0.8616247,0.8917366,0.86890763,0.7378152,0.8470589,0.5630252,0.8761905,0.8470588,0.57002795
42,43,0.8616247,0.8917366,0.86890763,0.7159664,0.832493,0.5630252,0.8761905,0.8470588,0.57002795
43,44,0.8616247,0.8917366,0.86890763,0.75966394,0.832493,0.5630252,0.8761905,0.8470588,0.57002795
44,45,0.8616247,0.89299715,0.86890763,0.75238097,0.8252101,0.54845935,0.8761905,0.8470588,0.57002795
45,46,0.8616247,0.892717,0.86890763,0.7378152,0.8470589,0.54845935,0.8761905,0.8470588,0.57002795
46,47,0.8616247,0.892717,0.86890763,0.7232493,0.8470589,0.5630252,0.8761905,0.8470588,0.57002795
47,48,0.8616247,0.89243686,0.86890763,0.7305323,0.8397759,0.5703081,0.8761905,0.8470588,0.57002795
48,49,0.8616247,0.8922969,0.86890763,0.77422976,0.8397759,0.55574226,0.8761905,0.8470588,0.57002795
49,50,0.8616247,0.8992996,0.86890763,0.75238097,0.8616247,0.5703081,0.8761905,0.8470588,0.57002795
50,51,0.8616247,0.8998598,0.86890763,0.75238097,0.8252101,0.55574226,0.8761905,0.8470588,0.57002795
51,52,0.8616247,0.8990196,0.86890763,0.77422976,0.8470589,0.5703081,0.8761905,0.8252101,0.57002795
