,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
52,53,0.8616247,0.89831936,0.86890763,0.7305323,0.8252101,0.5703081,0.8761905,0.8252101,0.57002795
53,54,0.8616247,0.89831936,0.86890763,0.7450981,0.8470589,0.5703081,0.8761905,0.8252101,0.57002795
54,55,0.8616247,0.8994397,0.86890763,0.7669468,0.8397759,0.5630252,0.8761905,0.8252101,0.57002795
55,56,0.8616247,0.8992996,0.86890763,0.752381,0.8397759,0.5630252,0.8761905,0.8252101,0.57002795
56,57,0.8616247,0.89901954,0.86890763,0.752381,0.8397759,0.5703081,0.8761905,0.8252101,0.57002795
57,58,0.8616247,0.8988794,0.86890763,0.75966394,0.8397759,0.5630252,0.86890763,0.8252101,0.57002795
58,59,0.8616247,0.8988794,0.86890763,0.77422965,0.8470589,0.55574226,0.86890763,0.8179272,0.57002795
59,60,0.8616247,0.8988794,0.86890763,0.7305322,0.832493,0.5630252,0.86890763,0.8179272,0.57002795
60,61,0.8616247,0.8988794,0.86890763,0.75966394,0.8397759,0.5630252,0.86890763,0.8179272,0.57002795
61,62,0.8616247,0.8988794,0.86890763,0.74509805,0.8397759,0.55574226,0.86890763,0.8179272,0.57002795
62,63,0.8616247,0.90602225,0.86890763,0.75966394,0.8397759,0.55574226,0.86890763,0.8179272,0.57002795
63,64,0.8616247,0.90602225,0.86890763,0.752381,0.8179272,0.5630252,0.86890763,0.8252101,0.57002795
64,65,0.8616247,0.90602225,0.86890763,0.7232493,0.8179272,0.5703081,0.86890763,0.8252101,0.57002795
65,66,0.8616247,0.90588224,0.86890763,0.76694685,0.8252101,0.5630252,0.86890763,0.8179272,0.57002795
66,67,0.8616247,0.90588224,0.86890763,0.76694685,0.81064427,0.54845935,0.86890763,0.8179272,0.57002795
67,68,0.8616247,0.90560216,0.86890763,0.7378152,0.8397759,0.55574226,0.86890763,0.8179272,0.57002795
68,69,0.8616247,0.905042,0.86890763,0.7450981,0.8252101,0.5630252,0.86890763,0.8252101,0.57002795
69,70,0.8616247,0.90490186,0.86890763,0.76694685,0.8179272,0.54845935,0.86890763,0.8252101,0.57002795
70,71,0.8616247,0.90490186,0.86890763,0.7378152,0.8179272,0.54845935,0.86890763,0.8252101,0.57002795
71,72,0.8616247,0.9032213,0.86890763,0.75966394,0.8252101,0.5630252,0.86890763,0.8252101,0.57002795
72,73,0.8616247,0.902521,0.86890763,0.75966394,0.8252101,0.55574226,0.86890763,0.8252101,0.57002795
73,74,0.8616247,0.902521,0.86890763,0.752381,0.8252101,0.5630252,0.86890763,0.8252101,0.57002795
74,75,0.8616247,0.90238094,0.86890763,0.74509805,0.8252101,0.55574226,0.86890763,0.8252101,0.57002795
75,76,0.8616247,0.90224093,0.86890763,0.752381,0.8397759,0.5703081,0.86890763,0.832493,0.57002795
76,77,0.8616247,0.9021009,0.86890763,0.752381,0.81064427,0.5630252,0.86890763,0.8252101,0.57002795
77,78,0.8616247,0.9007003,0.86890763,0.73781514,0.832493,0.5630252,0.86890763,0.8252101,0.57002795
78,79,0.8616247,0.9005602,0.86890763,0.76694685,0.8179272,0.55574226,0.86890763,0.8252101,0.57002795
79,80,0.8616247,0.8991596,0.86890763,0.7450981,0.8397759,0.5630252,0.86890763,0.8252101,0.57002795
80,81,0.8616247,0.8991596,0.86890763,0.7378152,0.832493,0.5703081,0.86890763,0.8252101,0.57002795
81,82,0.8616247,0.8977591,0.86890763,0.75966394,0.8470589,0.54845935,0.86890763,0.8252101,0.57002795
82,83,0.8616247,0.8977591,0.86890763,0.752381,0.832493,0.5557424,0.86890763,0.832493,0.57002795
83,84,0.8616247,0.89761907,0.86890763,0.74509805,0.8397759,0.5630252,0.86890763,0.832493,0.57002795
84,85,0.8616247,0.89761907,0.86890763,0.75966394,0.81064427,0.55574226,0.86890763,0.832493,0.57002795
85,86,0.8616247,0.89761907,0.86890763,0.7669468,0.832493,0.55574226,0.86890763,0.832493,0.57002795
86,87,0.8616247,0.89761907,0.86890763,0.74509805,0.8179272,0.5703081,0.86890763,0.832493,0.57002795
87,88,0.8616247,0.89761907,0.86890763,0.75966394,0.81064427,0.5630252,0.86890763,0.8397759,0.57002795
88,89,0.8616247,0.89761907,0.86890763,0.7450981,0.8033613,0.5557424,0.86890763,0.8397759,0.57002795
89,90,0.8616247,0.89761907,0.86890763,0.7450981,0.8179272,0.5703081,0.86890763,0.8397759,0.57002795
90,91,0.8616247,0.89761907,0.86890763,0.7450981,0.832493,0.5630252,0.86890763,0.8397759,0.57002795
91,92,0.8616247,0.89761907,0.86890763,0.7378152,0.8033613,0.5630252,0.86890763,0.8397759,0.57002795
92,93,0.8616247,0.89761907,0.86890763,0.75966394,0.8252101,0.584874,0.86890763,0.8397759,0.57002795
93,94,0.8616247,0.89747894,0.86890763,0.76694685,0.832493,0.5484594,0.86890763,0.8397759,0.57002795
94,95,0.8616247,0.89719886,0.86890763,0.752381,0.7960784,0.5630252,0.86890763,0.8397759,0.57002795
95,96,0.8616247,0.8959383,0.86890763,0.75966394,0.81064427,0.5630252,0.86890763,0.8397759,0.57002795
96,97,0.8616247,0.8955182,0.8616247,0.75966394,0.8179272,0.55574226,0.86890763,0.8470588,0.57002795
97,98,0.8616247,0.8945378,0.8616247,0.77422976,0.8033613,0.5630252,0.86890763,0.8470588,0.57002795
98,99,0.8616247,0.89411765,0.8616247,0.752381,0.8033613,0.57759106,0.86890763,0.8470588,0.57002795
