,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.5988796,0.66792715,0.5988796,0.54873955,1.0,0.49859947,1.0,0.54873955,0.7994398
1,2,0.8495798,0.9135855,0.5988796,0.5988796,0.7994398,0.49859947,1.0,0.54873955,0.7994398
2,3,0.7994398,0.9233893,0.5988796,0.5988796,0.7994398,0.49859947,0.7994398,0.54873955,0.7994398
3,4,0.7994398,0.92759097,0.6490196,0.49859947,0.8495798,0.49859947,0.7994398,0.69915974,0.7994398
4,5,0.7994398,0.97661066,0.6991597,0.6490196,0.7492997,0.49859947,0.7994398,0.5988796,0.7994398
5,6,0.7994398,0.9778711,0.6991597,0.6490196,0.6991597,0.49859947,0.7994398,0.74929976,0.7994398
6,7,0.7994398,0.9808124,0.6991597,0.54873955,0.5988796,0.49859947,0.7994398,0.74929976,0.7994398
7,8,0.7994398,0.9794117,0.6991597,0.49859947,0.5988796,0.49859947,0.7994398,0.5988796,0.7994398
8,9,0.7994398,0.9789916,0.6991597,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
9,10,0.7994398,0.9733893,0.6991597,0.5988796,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
10,11,0.7994398,0.9733893,0.6490196,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
11,12,0.7994398,0.9747899,0.6490196,0.54873955,0.54873955,0.49859947,0.7994398,0.74929976,0.7994398
12,13,0.7994398,0.9747899,0.6490196,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
13,14,0.7994398,0.9747899,0.7994398,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
14,15,0.7994398,0.9775909,0.74929976,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
15,16,0.7994398,0.9775909,0.74929976,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
16,17,0.7994398,0.9789916,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
17,18,0.7994398,0.9789916,0.74929976,0.5988796,0.54873955,0.49859947,0.7994398,0.74929976,0.7994398
18,19,0.7994398,0.98039216,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
19,20,0.7994398,0.98039216,0.74929976,0.5988796,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
20,21,0.7994398,0.98039216,0.74929976,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
21,22,0.7994398,0.98179257,0.74929976,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
22,23,0.7994398,0.9831933,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
23,24,0.7994398,0.9831933,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
24,25,0.7994398,0.9831933,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
25,26,0.7994398,0.9831933,0.74929976,0.5988796,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
26,27,0.7994398,0.98459375,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
27,28,0.7994398,0.98459375,0.7994398,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
28,29,0.7994398,0.98599446,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
29,30,0.7994398,0.9873949,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
30,31,0.7994398,0.9873949,0.74929976,0.5988796,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
31,32,0.7994398,0.98599446,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
32,33,0.7994398,0.98599446,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
33,34,0.7994398,0.9873949,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
34,35,0.7994398,0.9873949,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
35,36,0.7994398,0.9887954,0.8495798,0.49859947,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
36,37,0.7994398,0.9873949,0.7994398,0.5988796,0.49859947,0.49859947,0.7994398,0.74929976,0.7994398
37,38,0.7994398,0.98599446,0.74929976,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
38,39,0.7994398,0.98599446,0.7994398,0.5988796,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
39,40,0.7994398,0.98599446,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
40,41,0.7994398,0.98599446,0.7994398,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
41,42,0.7994398,0.98459375,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
42,43,0.7994398,0.98459375,0.8495798,0.54873955,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
43,44,0.7994398,0.98459375,0.8495798,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
44,45,0.7994398,0.98473376,0.8997199,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
45,46,0.7994398,0.98459375,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
46,47,0.7994398,0.98459375,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
47,48,0.7994398,0.98459375,0.7994398,0.5988796,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
48,49,0.7994398,0.98459375,0.7994398,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
49,50,0.7994398,0.9833334,0.7994398,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
50,51,0.7994398,0.9833334,0.7994398,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
51,52,0.7994398,0.9831933,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
52,53,0.7994398,0.9831933,0.7994398,0.5988796,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
53,54,0.7994398,0.9831933,0.7994398,0.54873955,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
54,55,0.7994398,0.98459375,0.7994398,0.49859947,0.49859947,0.49859947,0.7994398,0.69915974,0.7994398
