,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
33,34,0.81512606,0.9546218,0.83193284,0.697479,0.73109245,0.5630252,0.86554635,0.83193284,0.6483193
34,35,0.81512606,0.9546218,0.83193284,0.6806722,0.71428573,0.57983196,0.86554635,0.83193284,0.6483193
35,36,0.81512606,0.95546216,0.83193284,0.69747895,0.73109245,0.57983196,0.86554635,0.83193284,0.6483193
36,37,0.81512606,0.9540616,0.83193284,0.71428573,0.71428573,0.54621845,0.86554635,0.83193284,0.6483193
37,38,0.81512606,0.95266104,0.83193284,0.7310925,0.71428573,0.5630252,0.86554635,0.81512606,0.6483193
38,39,0.81512606,0.95266104,0.83193284,0.71428573,0.69747895,0.5630252,0.86554635,0.81512606,0.6483193
39,40,0.81512606,0.95266104,0.83193284,0.7310924,0.73109245,0.5630252,0.86554635,0.81512606,0.6483193
40,41,0.81512606,0.95266104,0.83193284,0.71428573,0.71428573,0.5630252,0.86554635,0.7983193,0.6483193
41,42,0.81512606,0.95126045,0.83193284,0.7478992,0.71428573,0.5630252,0.86554635,0.81512606,0.6483193
42,43,0.81512606,0.95126045,0.83193284,0.7647059,0.71428573,0.5630252,0.86554635,0.81512606,0.6483193
43,44,0.81512606,0.95126045,0.83193284,0.7310924,0.69747895,0.5630252,0.86554635,0.81512606,0.6483193
44,45,0.81512606,0.9521009,0.83193284,0.7310925,0.7310925,0.5630252,0.86554635,0.81512606,0.6483193
45,46,0.81512606,0.95196074,0.83193284,0.7310925,0.69747895,0.57983196,0.86554635,0.81512606,0.6483193
46,47,0.81512606,0.96862733,0.83193284,0.71428573,0.6806723,0.5630252,0.86554635,0.81512606,0.6483193
47,48,0.81512606,0.96834725,0.83193284,0.71428573,0.73109245,0.5630252,0.8487396,0.81512606,0.6483193
48,49,0.81512606,0.96820724,0.83193284,0.71428573,0.69747895,0.5630252,0.8487396,0.81512606,0.6483193
49,50,0.81512606,0.967507,0.83193284,0.71428573,0.7310925,0.5630252,0.8487396,0.7983193,0.6483193
50,51,0.81512606,0.96806717,0.83193284,0.71428573,0.69747895,0.5630252,0.8487396,0.7983193,0.6483193
51,52,0.81512606,0.9670869,0.83193284,0.7647059,0.71428573,0.57983196,0.8487396,0.7983193,0.6483193
52,53,0.81512606,0.9666667,0.83193284,0.7310925,0.66386557,0.5630252,0.8487396,0.7983193,0.6483193
53,54,0.81512606,0.9666667,0.83193284,0.697479,0.71428573,0.5630252,0.8487396,0.7983193,0.6483193
54,55,0.81512606,0.9679271,0.83193284,0.7478992,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
55,56,0.81512606,0.9679271,0.83193284,0.7478992,0.6806723,0.57983196,0.8487396,0.7983193,0.6483193
56,57,0.81512606,0.9679271,0.83193284,0.7478992,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
57,58,0.81512606,0.9679271,0.83193284,0.6806722,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
58,59,0.81512606,0.9679271,0.83193284,0.7478992,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
59,60,0.81512606,0.9679271,0.83193284,0.697479,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
60,61,0.81512606,0.9679271,0.83193284,0.7310925,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
61,62,0.81512606,0.9679271,0.83193284,0.7310925,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
62,63,0.81512606,0.9679271,0.83193284,0.7310925,0.69747895,0.5630252,0.8487396,0.7983193,0.6483193
63,64,0.81512606,0.9679271,0.83193284,0.7478992,0.66386557,0.5630252,0.8487396,0.7983193,0.6483193
64,65,0.81512606,0.9679271,0.83193284,0.71428573,0.66386545,0.57983196,0.8487396,0.7983193,0.6483193
65,66,0.81512606,0.9673669,0.83193284,0.71428573,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
66,67,0.81512606,0.96722686,0.83193284,0.71428573,0.6470588,0.5630252,0.8487396,0.7983193,0.6483193
67,68,0.81512606,0.9670868,0.83193284,0.7310925,0.69747895,0.5630252,0.8487396,0.7983193,0.6483193
68,69,0.81512606,0.9662465,0.83193284,0.7310925,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
69,70,0.81512606,0.96596634,0.83193284,0.7310925,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
70,71,0.81512606,0.9658262,0.83193284,0.7310925,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
71,72,0.81512606,0.96428573,0.83193284,0.71428573,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
72,73,0.81512606,0.96428573,0.83193284,0.71428573,0.69747895,0.5630252,0.8487396,0.7983193,0.6483193
73,74,0.81512606,0.96386546,0.83193284,0.71428573,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
74,75,0.81512606,0.96386546,0.83193284,0.7478992,0.6806722,0.5630252,0.8487396,0.7983193,0.6483193
75,76,0.81512606,0.96386546,0.83193284,0.71428573,0.66386545,0.57983196,0.8487396,0.7983193,0.6483193
76,77,0.81512606,0.96372545,0.83193284,0.7310925,0.6806723,0.57983196,0.8487396,0.7983193,0.6483193
77,78,0.81512606,0.9623249,0.83193284,0.71428573,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
78,79,0.81512606,0.9623249,0.83193284,0.6806722,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
79,80,0.81512606,0.9609243,0.83193284,0.71428573,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
80,81,0.81512606,0.9609243,0.83193284,0.7647059,0.6470588,0.5630252,0.8487396,0.7983193,0.6483193
81,82,0.81512606,0.95952386,0.83193284,0.697479,0.6806723,0.57983196,0.8487396,0.7983193,0.6483193
82,83,0.81512606,0.95952386,0.83193284,0.7478992,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
83,84,0.81512606,0.95952386,0.83193284,0.7310924,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
84,85,0.81512606,0.95952386,0.83193284,0.7310924,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
85,86,0.81512606,0.95952386,0.83193284,0.71428573,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
86,87,0.81512606,0.95952386,0.83193284,0.71428573,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
87,88,0.81512606,0.95952386,0.83193284,0.7478992,0.6638655,0.5630252,0.8487396,0.7983193,0.6483193
88,89,0.81512606,0.94285715,0.83193284,0.7310925,0.6470588,0.57983196,0.8487396,0.7983193,0.6483193
89,90,0.81512606,0.94285715,0.83193284,0.71428573,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
90,91,0.81512606,0.94285715,0.83193284,0.7478992,0.66386545,0.5630252,0.8487396,0.7983193,0.6483193
91,92,0.81512606,0.95952386,0.83193284,0.7310924,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
92,93,0.81512606,0.94285715,0.83193284,0.71428573,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
93,94,0.81512606,0.95952386,0.83193284,0.697479,0.6470588,0.5630252,0.8487396,0.7983193,0.6483193
94,95,0.81512606,0.9584034,0.83193284,0.7310925,0.66386545,0.57983196,0.8487396,0.7983193,0.6483193
95,96,0.81512606,0.95658267,0.83193284,0.71428573,0.6638655,0.57983196,0.8487396,0.7983193,0.6483193
96,97,0.81512606,0.9560224,0.83193284,0.7310925,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
97,98,0.81512606,0.95560217,0.83193284,0.7478992,0.6806723,0.57983196,0.8487396,0.7983193,0.6483193
98,99,0.81512606,0.95546216,0.83193284,0.7310925,0.6806723,0.5630252,0.8487396,0.7983193,0.6483193
