,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
73,74,0.87696326,0.89526236,0.8993335,0.75392634,0.8695065,0.68308693,0.89374095,0.77816087,0.57502174
74,75,0.87696326,0.89526236,0.8993335,0.7613831,0.8620497,0.69240797,0.8956052,0.7762967,0.57502174
75,76,0.87696326,0.89526236,0.89746934,0.75206214,0.8657781,0.6924079,0.8956052,0.7725683,0.57502174
76,77,0.87696326,0.89526236,0.89746934,0.7595189,0.8676422,0.69427216,0.8956052,0.7744325,0.57502174
77,78,0.87696326,0.89386165,0.89746934,0.7595189,0.8657781,0.6868153,0.8956052,0.7707041,0.57502174
78,79,0.87696326,0.89386165,0.89746934,0.75019795,0.875099,0.6886795,0.8956052,0.7669757,0.57502174
79,80,0.87696326,0.8924611,0.8956051,0.75019795,0.8676422,0.69613636,0.8956052,0.76511157,0.57502174
80,81,0.87696326,0.8924611,0.8956051,0.7576547,0.86018544,0.6886795,0.8956052,0.7688399,0.57502174
81,82,0.87696326,0.89106065,0.8956051,0.7651115,0.8713706,0.69427216,0.8956052,0.7669757,0.57502174
82,83,0.87696326,0.8893364,0.8956051,0.75206214,0.8657781,0.69427216,0.8956052,0.7651115,0.57502174
83,84,0.87696326,0.8891964,0.89374095,0.7613831,0.8676422,0.6812228,0.8956052,0.7688399,0.57502174
84,85,0.87696326,0.8890564,0.89374095,0.75206214,0.87696326,0.6849512,0.8956052,0.7688399,0.57502174
85,86,0.87696326,0.8890564,0.89001256,0.75206214,0.8695065,0.6942721,0.8956052,0.7707041,0.57502174
86,87,0.87696326,0.8890564,0.89001256,0.74460536,0.8657781,0.69427216,0.8956052,0.7744325,0.57502174
87,88,0.87696326,0.88733214,0.89001256,0.7576547,0.8676422,0.6868153,0.8956052,0.7762967,0.57502174
88,89,0.87696326,0.88733214,0.8918768,0.7688399,0.8676422,0.6942721,0.8956052,0.7762967,0.57502174
89,90,0.87696326,0.88719213,0.89374095,0.7632473,0.875099,0.7017289,0.8956052,0.7762967,0.57502174
90,91,0.87696326,0.88691205,0.89374095,0.7632473,0.8695065,0.69240797,0.8956052,0.7762967,0.57502174
91,92,0.87696326,0.88691205,0.89374095,0.75579053,0.86391383,0.6998647,0.8956052,0.78188926,0.57502174
92,93,0.87696326,0.88663185,0.8956051,0.7576547,0.875099,0.69800055,0.8956052,0.78002506,0.57502174
93,94,0.87696326,0.8864919,0.89374095,0.75579053,0.8657781,0.6961363,0.8956052,0.78188926,0.57502174
94,95,0.87696326,0.8860717,0.89374095,0.7707041,0.87696326,0.69800055,0.8956052,0.78375345,0.57502174
95,96,0.87696326,0.8848112,0.89374095,0.75579053,0.8713706,0.6980005,0.8956052,0.78934604,0.57502174
96,97,0.87696326,0.8846711,0.89374095,0.7707041,0.8695065,0.6980005,0.8956052,0.79121023,0.57502174
97,98,0.87696326,0.884391,0.8918768,0.7613831,0.86391383,0.69986475,0.893741,0.7949386,0.57502174
98,99,0.87696326,0.884391,0.89001256,0.7595189,0.8695065,0.6998647,0.893741,0.7949386,0.57502174
