,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
73,100.0,100.0,100.0,100.0,80.0,82.5,100.0,92.5,100.0
74,100.0,100.0,100.0,100.0,72.5,80.0,100.0,92.5,100.0
75,100.0,100.0,100.0,72.5,80.0,82.5,100.0,92.5,100.0
76,100.0,100.0,100.0,100.0,87.5,70.0,100.0,92.5,100.0
77,100.0,100.0,100.0,82.5,75.0,82.5,100.0,92.5,100.0
78,100.0,100.0,100.0,100.0,75.0,75.0,100.0,92.5,100.0
79,100.0,100.0,100.0,97.5,72.5,72.5,100.0,92.5,100.0
80,100.0,100.0,100.0,100.0,85.0,77.5,100.0,92.5,100.0
81,100.0,100.0,100.0,62.5,72.5,82.5,100.0,92.5,100.0
82,100.0,100.0,100.0,100.0,75.0,82.5,100.0,92.5,100.0
83,100.0,100.0,100.0,100.0,82.5,87.5,100.0,92.5,100.0
84,100.0,100.0,100.0,80.0,72.5,75.0,100.0,92.5,100.0
85,100.0,100.0,100.0,100.0,82.5,80.0,100.0,92.5,100.0
86,100.0,100.0,100.0,100.0,70.0,82.5,100.0,92.5,100.0
87,100.0,100.0,100.0,100.0,80.0,90.0,100.0,92.5,100.0
88,100.0,100.0,100.0,97.5,72.5,72.5,100.0,92.5,100.0
89,100.0,100.0,100.0,100.0,75.0,65.0,100.0,92.5,100.0
90,100.0,100.0,100.0,100.0,72.5,75.0,100.0,92.5,100.0
91,100.0,100.0,100.0,80.0,72.5,77.5,100.0,92.5,100.0
92,100.0,100.0,100.0,100.0,75.0,75.0,100.0,92.5,100.0
93,100.0,100.0,100.0,97.5,65.0,72.5,100.0,92.5,100.0
94,100.0,100.0,100.0,100.0,80.0,75.0,100.0,92.5,100.0
95,100.0,100.0,100.0,55.00000000000001,75.0,75.0,100.0,92.5,100.0
96,100.0,100.0,100.0,100.0,70.0,82.5,100.0,92.5,100.0
97,100.0,100.0,100.0,100.0,70.0,77.5,100.0,92.5,100.0
98,100.0,100.0,100.0,97.5,77.5,80.0,100.0,92.5,100.0
99,100.0,100.0,100.0,80.0,72.5,70.0,100.0,92.5,100.0
