,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,33.0,62.0,52.0,9.0,57.99999999999999,22.0,52.0,52.0,46.0
4,42.0,62.0,59.0,9.0,32.0,22.0,52.0,52.0,42.0
5,52.0,62.0,59.0,18.0,18.0,31.0,62.0,52.0,57.99999999999999
6,55.00000000000001,62.0,59.0,18.0,14.000000000000002,33.0,62.0,52.0,56.00000000000001
7,62.0,62.0,59.0,18.0,8.0,36.0,62.0,52.0,63.0
8,55.00000000000001,62.0,62.0,18.0,3.0,34.0,62.0,52.0,63.0
9,62.0,62.0,62.0,18.0,7.000000000000001,30.0,62.0,52.0,63.0
10,68.0,62.0,62.0,9.0,7.000000000000001,31.0,62.0,52.0,56.00000000000001
11,68.0,62.0,62.0,23.0,5.0,34.0,62.0,52.0,56.00000000000001
12,68.0,62.0,62.0,23.0,8.0,31.0,62.0,52.0,56.00000000000001
13,68.0,62.0,62.0,9.0,0.0,32.0,62.0,52.0,52.0
14,68.0,62.0,62.0,18.0,2.0,33.0,62.0,52.0,52.0
15,68.0,62.0,62.0,18.0,4.0,42.0,62.0,52.0,52.0
16,68.0,62.0,62.0,18.0,4.0,35.0,62.0,52.0,52.0
17,68.0,62.0,62.0,9.0,1.0,35.0,62.0,52.0,52.0
18,68.0,62.0,62.0,18.0,1.0,43.0,62.0,52.0,52.0
19,68.0,62.0,62.0,18.0,3.0,46.0,62.0,52.0,52.0
20,68.0,62.0,62.0,18.0,1.0,31.0,62.0,52.0,52.0
21,68.0,62.0,62.0,9.0,3.0,30.0,62.0,52.0,52.0
22,68.0,62.0,62.0,18.0,1.0,35.0,62.0,52.0,52.0
23,68.0,62.0,62.0,9.0,1.0,28.999999999999996,62.0,52.0,52.0
24,68.0,62.0,62.0,18.0,2.0,30.0,62.0,52.0,52.0
