,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,20.0,48.0,40.0,0.0,44.0,20.0,40.0,40.0,28.000000000000004
4,24.0,48.0,48.0,0.0,32.0,12.0,40.0,40.0,24.0
5,40.0,48.0,48.0,4.0,28.000000000000004,20.0,48.0,40.0,40.0
6,40.0,48.0,48.0,4.0,16.0,8.0,48.0,40.0,44.0
7,48.0,48.0,48.0,4.0,4.0,8.0,48.0,40.0,52.0
8,40.0,48.0,48.0,4.0,8.0,16.0,48.0,40.0,52.0
9,48.0,48.0,48.0,4.0,8.0,12.0,48.0,40.0,52.0
10,48.0,48.0,48.0,0.0,4.0,12.0,48.0,40.0,44.0
11,48.0,48.0,48.0,8.0,0.0,16.0,48.0,40.0,44.0
12,48.0,48.0,48.0,8.0,8.0,24.0,48.0,40.0,44.0
13,48.0,48.0,48.0,0.0,4.0,20.0,48.0,40.0,40.0
14,48.0,48.0,48.0,4.0,4.0,16.0,48.0,40.0,40.0
15,48.0,48.0,48.0,4.0,12.0,12.0,48.0,40.0,40.0
16,48.0,48.0,48.0,4.0,4.0,12.0,48.0,40.0,40.0
17,48.0,48.0,48.0,0.0,0.0,12.0,48.0,40.0,40.0
18,48.0,48.0,48.0,4.0,8.0,16.0,48.0,40.0,40.0
19,48.0,48.0,48.0,4.0,8.0,16.0,48.0,40.0,40.0
20,48.0,48.0,48.0,4.0,4.0,8.0,48.0,40.0,40.0
21,48.0,48.0,48.0,0.0,12.0,16.0,48.0,40.0,40.0
22,48.0,48.0,48.0,4.0,8.0,16.0,48.0,40.0,40.0
23,48.0,48.0,48.0,0.0,8.0,16.0,48.0,40.0,40.0
24,48.0,48.0,48.0,4.0,0.0,8.0,48.0,40.0,40.0
