,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,3.3333333333333335,100.0,13.333333333333334,16.666666666666664,100.0,60.0,100.0,96.66666666666667,100.0
4,3.3333333333333335,100.0,13.333333333333334,36.666666666666664,100.0,70.0,100.0,96.66666666666667,46.666666666666664
5,13.333333333333334,100.0,13.333333333333334,16.666666666666664,100.0,46.666666666666664,100.0,96.66666666666667,43.333333333333336
6,20.0,100.0,33.33333333333333,26.666666666666668,96.66666666666667,56.666666666666664,100.0,96.66666666666667,50.0
7,20.0,100.0,66.66666666666666,16.666666666666664,96.66666666666667,60.0,100.0,96.66666666666667,100.0
8,20.0,100.0,86.66666666666667,46.666666666666664,100.0,60.0,100.0,96.66666666666667,73.33333333333333
9,40.0,100.0,100.0,30.0,90.0,66.66666666666666,100.0,96.66666666666667,100.0
10,43.333333333333336,100.0,100.0,30.0,93.33333333333333,53.333333333333336,100.0,96.66666666666667,100.0
11,70.0,100.0,100.0,46.666666666666664,96.66666666666667,63.33333333333333,100.0,96.66666666666667,100.0
12,96.66666666666667,100.0,100.0,46.666666666666664,93.33333333333333,60.0,100.0,96.66666666666667,100.0
13,100.0,100.0,100.0,30.0,93.33333333333333,66.66666666666666,100.0,96.66666666666667,100.0
14,100.0,100.0,100.0,26.666666666666668,93.33333333333333,56.666666666666664,100.0,96.66666666666667,100.0
15,100.0,100.0,100.0,46.666666666666664,100.0,66.66666666666666,100.0,96.66666666666667,100.0
16,100.0,100.0,100.0,26.666666666666668,96.66666666666667,70.0,100.0,96.66666666666667,100.0
17,100.0,100.0,100.0,16.666666666666664,100.0,56.666666666666664,100.0,96.66666666666667,100.0
18,100.0,100.0,100.0,46.666666666666664,100.0,70.0,100.0,96.66666666666667,100.0
19,100.0,100.0,100.0,16.666666666666664,93.33333333333333,63.33333333333333,100.0,96.66666666666667,100.0
20,100.0,100.0,100.0,46.666666666666664,96.66666666666667,66.66666666666666,100.0,96.66666666666667,100.0
21,100.0,100.0,100.0,26.666666666666668,93.33333333333333,66.66666666666666,100.0,96.66666666666667,100.0
22,100.0,100.0,100.0,46.666666666666664,96.66666666666667,83.33333333333334,100.0,96.66666666666667,100.0
23,100.0,100.0,100.0,46.666666666666664,96.66666666666667,56.666666666666664,100.0,96.66666666666667,100.0
24,100.0,100.0,100.0,46.666666666666664,93.33333333333333,80.0,100.0,96.66666666666667,100.0
