,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,27.500000000000004,50.0,32.5,10.0,45.0,32.5,42.5,32.5,40.0
4,27.500000000000004,50.0,40.0,10.0,30.0,32.5,50.0,32.5,32.5
5,32.5,50.0,40.0,10.0,17.5,22.5,50.0,32.5,50.0
6,42.5,50.0,40.0,10.0,5.0,20.0,50.0,32.5,42.5
7,42.5,50.0,50.0,10.0,10.0,30.0,50.0,32.5,37.5
8,42.5,50.0,50.0,10.0,12.5,22.5,50.0,32.5,45.0
9,50.0,50.0,50.0,10.0,7.5,17.5,50.0,32.5,37.5
10,55.00000000000001,50.0,50.0,12.5,7.5,20.0,50.0,32.5,37.5
11,55.00000000000001,50.0,50.0,10.0,5.0,20.0,50.0,32.5,37.5
12,55.00000000000001,50.0,50.0,10.0,10.0,25.0,50.0,32.5,32.5
13,55.00000000000001,50.0,50.0,10.0,0.0,20.0,50.0,32.5,32.5
14,55.00000000000001,50.0,50.0,10.0,0.0,27.500000000000004,50.0,32.5,32.5
15,55.00000000000001,50.0,50.0,12.5,5.0,22.5,50.0,32.5,32.5
16,55.00000000000001,50.0,50.0,10.0,5.0,27.500000000000004,50.0,32.5,32.5
17,55.00000000000001,50.0,50.0,10.0,0.0,20.0,50.0,32.5,32.5
18,55.00000000000001,50.0,50.0,10.0,0.0,27.500000000000004,50.0,32.5,32.5
19,55.00000000000001,50.0,50.0,10.0,5.0,20.0,50.0,32.5,32.5
20,55.00000000000001,50.0,50.0,15.0,0.0,25.0,50.0,32.5,32.5
21,55.00000000000001,50.0,50.0,10.0,2.5,17.5,50.0,32.5,32.5
22,55.00000000000001,50.0,50.0,10.0,2.5,17.5,50.0,32.5,32.5
23,55.00000000000001,50.0,50.0,12.5,2.5,22.5,50.0,32.5,32.5
24,55.00000000000001,50.0,50.0,12.5,2.5,12.5,50.0,32.5,32.5
