,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.5243931,0.5996031,0.5856676,0.6265173,0.50396824,0.6702847,0.50396824,0.67320263,0.6067928
1,2,0.84243697,0.6105509,0.5856676,0.6411065,0.6090103,0.6702847,0.50396824,0.67320263,0.6067928
2,3,0.859944,0.5981326,0.57691413,0.6994631,0.84535474,0.6702847,0.80742294,0.67320263,0.6067928
3,4,0.8628618,0.58928573,0.5710784,0.6761205,0.87453306,0.6644491,0.8482727,0.74323064,0.6067928
4,5,0.86286175,0.59803927,0.5710784,0.7315592,0.83951914,0.64985996,0.8570261,0.7257236,0.6067928
5,6,0.8657796,0.6251167,0.59150326,0.72864145,0.8657797,0.64985996,0.8628618,0.77240896,0.6067928
6,7,0.8628618,0.64152664,0.6060924,0.7052988,0.84535486,0.6498599,0.8716153,0.7753268,0.6067928
7,8,0.86869746,0.64458454,0.6119281,0.73155934,0.8570261,0.6556956,0.8716153,0.79283386,0.6067928
8,9,0.8657796,0.6638889,0.6265173,0.7403128,0.8657797,0.6527778,0.8716153,0.8015873,0.6067928
9,10,0.85119045,0.6848273,0.63235295,0.7169701,0.8628618,0.6527778,0.8745332,0.8015873,0.6067928
10,11,0.85410833,0.7300887,0.66153127,0.74031276,0.84535486,0.64986,0.8745332,0.81617653,0.6067928
11,12,0.8570261,0.7849673,0.6644491,0.7286415,0.8541082,0.64986,0.8745332,0.8161764,0.6067928
12,13,0.8570261,0.8395425,0.67903835,0.74614847,0.8628618,0.66153127,0.8716153,0.7753268,0.6067928
13,14,0.8570261,0.87717086,0.6877918,0.7578198,0.8482726,0.6586134,0.8716153,0.76657325,0.6067928
14,15,0.8570261,0.9037115,0.71113443,0.7373949,0.85119045,0.6556956,0.8716153,0.79575163,0.6067928
15,16,0.8570261,0.9034314,0.7286414,0.73447716,0.84535474,0.64694214,0.8716153,0.7928338,0.6067928
16,17,0.8570261,0.9071895,0.74906635,0.73447704,0.8482726,0.6527778,0.8716153,0.7899159,0.6067928
17,18,0.8570261,0.9071895,0.7519841,0.7344771,0.8424371,0.64694214,0.8716153,0.79866946,0.6067928
18,19,0.8570261,0.90859014,0.77240896,0.75490195,0.8336835,0.6527778,0.8716153,0.7928338,0.6067928
19,20,0.85410833,0.90303457,0.7811624,0.7169701,0.8482726,0.6586135,0.8716153,0.79575163,0.6067928
20,21,0.85410833,0.89817923,0.7899159,0.754902,0.85119045,0.6586134,0.8716153,0.7928338,0.6067928
21,22,0.85410833,0.896942,0.80742294,0.75198406,0.8541082,0.6498599,0.8716153,0.81325865,0.6067928
22,23,0.85410833,0.8918067,0.81909436,0.7519841,0.83951914,0.6586134,0.8716153,0.81617653,0.6067928
23,24,0.85410833,0.8865312,0.8336835,0.73447716,0.85410833,0.6498599,0.8716153,0.80450505,0.6067928
24,25,0.85410833,0.8840335,0.8482727,0.75490195,0.85410833,0.6556956,0.86869746,0.80742294,0.6067928
25,26,0.85410833,0.88445365,0.859944,0.7315593,0.84243697,0.66153127,0.86869746,0.807423,0.6067928
26,27,0.85410833,0.88473386,0.8570261,0.76073754,0.84535486,0.6527778,0.86869746,0.81325865,0.6067928
27,28,0.85410833,0.88543415,0.8570261,0.74323064,0.8570261,0.6556956,0.86869746,0.80742294,0.6067928
28,29,0.85410833,0.8861343,0.859944,0.7607376,0.8482727,0.64402425,0.86869746,0.79866946,0.6067928
29,30,0.85410833,0.88517743,0.86869746,0.75198424,0.8570262,0.6586134,0.86869746,0.80450505,0.6067928
30,31,0.85119045,0.8828198,0.8716153,0.74614847,0.85119045,0.64694214,0.86869746,0.81034076,0.6067928
