,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,28.999999999999996,32.0,33.0,13.0,6.0,9.0,10.0,21.0,25.0
4,26.0,31.0,36.0,16.0,11.0,12.0,30.0,21.0,27.0
5,28.999999999999996,28.999999999999996,40.0,17.0,10.0,16.0,28.999999999999996,21.0,32.0
6,26.0,28.000000000000004,36.0,17.0,8.0,11.0,27.0,21.0,27.0
7,24.0,27.0,38.0,19.0,6.0,14.000000000000002,35.0,21.0,31.0
8,25.0,25.0,38.0,19.0,6.0,17.0,34.0,21.0,35.0
9,23.0,25.0,37.0,19.0,12.0,15.0,40.0,21.0,28.000000000000004
10,21.0,24.0,36.0,19.0,5.0,13.0,36.0,21.0,28.999999999999996
11,22.0,24.0,36.0,19.0,5.0,11.0,36.0,21.0,33.0
12,24.0,22.0,33.0,19.0,12.0,16.0,36.0,21.0,36.0
13,24.0,22.0,33.0,18.0,7.000000000000001,14.000000000000002,34.0,21.0,31.0
14,25.0,21.0,34.0,18.0,7.000000000000001,18.0,33.0,21.0,28.999999999999996
15,21.0,21.0,30.0,18.0,4.0,15.0,35.0,21.0,34.0
16,21.0,21.0,28.999999999999996,18.0,1.0,16.0,30.0,21.0,32.0
17,22.0,21.0,28.000000000000004,17.0,3.0,18.0,31.0,21.0,32.0
18,21.0,21.0,28.000000000000004,17.0,5.0,18.0,27.0,21.0,36.0
19,17.0,21.0,27.0,18.0,3.0,18.0,26.0,21.0,28.999999999999996
20,17.0,21.0,27.0,17.0,7.000000000000001,15.0,28.999999999999996,21.0,32.0
21,14.000000000000002,21.0,28.999999999999996,17.0,3.0,14.000000000000002,27.0,21.0,32.0
22,14.000000000000002,21.0,27.0,17.0,7.000000000000001,12.0,27.0,21.0,35.0
23,12.0,21.0,25.0,17.0,10.0,20.0,27.0,21.0,31.0
24,13.0,20.0,27.0,17.0,8.0,19.0,24.0,21.0,32.0
