,k,knn,lof,cof,i_forest,loda,hbos,abod,sod,iso_index
20,21,0.84926474,0.92233896,0.8664916,0.7674369,0.8578781,0.5994748,0.88802516,0.8234242,0.68249303
21,22,0.84926474,0.92373955,0.8707983,0.7631302,0.8578781,0.60808814,0.88802516,0.83203775,0.68249303
22,23,0.84926474,0.9209733,0.8707983,0.79327726,0.8621849,0.6123949,0.88802516,0.827731,0.68249303
23,24,0.84926474,0.9129202,0.8707983,0.77174366,0.8578781,0.6037814,0.88802516,0.8234242,0.68249303
24,25,0.8535714,0.91320026,0.8621848,0.7803571,0.8707983,0.60378146,0.8837185,0.83203775,0.68249303
25,26,0.84926474,0.9134804,0.8578781,0.7846638,0.8578781,0.59086126,0.8837185,0.827731,0.68249303
26,27,0.8535714,0.91390055,0.8621848,0.7760504,0.8535713,0.60808814,0.8837185,0.83203775,0.68249303
27,28,0.8535714,0.91446084,0.8621848,0.7846638,0.84495795,0.60378146,0.8837185,0.83203775,0.68249303
28,29,0.8535714,0.91502094,0.8664915,0.81050414,0.8621849,0.595168,0.8837185,0.83203775,0.68249303
29,30,0.84926474,0.9168417,0.8664915,0.7717437,0.8664915,0.60808814,0.8837185,0.83203775,0.68249303
30,31,0.84495795,0.91726196,0.8664915,0.78466386,0.8578781,0.5994747,0.875105,0.83203775,0.68249303
31,32,0.84495795,0.9035014,0.8664915,0.77605045,0.8664916,0.5994747,0.875105,0.83203775,0.68249303
32,33,0.84926474,0.8998949,0.87079823,0.7846638,0.8707983,0.6037814,0.8794117,0.82773095,0.68249303
33,34,0.84495795,0.8967088,0.8664915,0.7846638,0.8578781,0.60378146,0.8794117,0.82773095,0.68249303
34,35,0.84495795,0.89698887,0.8664915,0.7846638,0.8621849,0.6123949,0.8794117,0.81911755,0.68249303
35,36,0.84495795,0.8971289,0.8664915,0.80189073,0.8535714,0.60378146,0.8794117,0.81911755,0.68249303
36,37,0.84495795,0.8957283,0.8664915,0.7674369,0.8578781,0.60378146,0.8794117,0.81050414,0.68249303
37,38,0.84926474,0.89432776,0.8707983,0.7803571,0.8621849,0.60378146,0.875105,0.81050414,0.68249303
38,39,0.84495795,0.89016104,0.8664915,0.78466386,0.8578781,0.6080882,0.875105,0.80619746,0.68249303
39,40,0.84926474,0.89016104,0.8664915,0.78466386,0.8578781,0.60378146,0.875105,0.80619746,0.68249303
40,41,0.8535714,0.89016104,0.8621848,0.77605045,0.8664916,0.5994747,0.875105,0.80619746,0.68249303
41,42,0.8535714,0.88876057,0.8664915,0.77174366,0.8707983,0.60808814,0.875105,0.81050414,0.68249303
42,43,0.8535714,0.88876057,0.8664915,0.77605045,0.8664916,0.61670166,0.875105,0.81050414,0.68249303
43,44,0.84926474,0.88876057,0.8664915,0.7846638,0.8664916,0.60808814,0.875105,0.80619746,0.68249303
44,45,0.8535714,0.88585436,0.8664915,0.7674369,0.8621849,0.60378146,0.875105,0.81050414,0.68249303
45,46,0.84926474,0.88571435,0.8664915,0.80189073,0.8707983,0.6037814,0.875105,0.80619746,0.68249303
46,47,0.84926474,0.890021,0.8664915,0.78466386,0.8621849,0.5994747,0.875105,0.80619746,0.68249303
47,48,0.8535714,0.88974094,0.8664915,0.7674369,0.8578781,0.5994747,0.8707983,0.80619746,0.68249303
48,49,0.84926474,0.89376754,0.8664915,0.78897053,0.8578781,0.595168,0.8707983,0.80189073,0.68249303
49,50,0.84926474,0.8893207,0.8664915,0.81050414,0.8664916,0.60378146,0.8707983,0.797584,0.68249303
50,51,0.84495795,0.8903011,0.8664915,0.7846638,0.8664916,0.5994747,0.8707983,0.80189073,0.68249303
51,52,0.84495795,0.89016104,0.8664915,0.7889706,0.875105,0.5908613,0.8707983,0.80189073,0.68249303
52,53,0.84495795,0.88571423,0.8664915,0.79758394,0.8664916,0.62100834,0.8707983,0.80189073,0.68249303
53,54,0.84926474,0.88918066,0.8664915,0.77174366,0.8621849,0.5865546,0.8707983,0.80189073,0.68249303
54,55,0.84495795,0.8903011,0.8664915,0.81481093,0.8664916,0.59086126,0.8707983,0.80189073,0.68249303
55,56,0.8535714,0.8982142,0.8664915,0.7760504,0.8621849,0.60378146,0.8707983,0.80619746,0.68249303
56,57,0.84926474,0.8982142,0.8621848,0.7760504,0.8535714,0.6080882,0.8707983,0.80619746,0.68249303
57,58,0.84926474,0.8979341,0.8621848,0.7889706,0.8664916,0.60378146,0.8707983,0.80619746,0.68249303
58,59,0.84926474,0.897514,0.8621848,0.797584,0.8664916,0.5994747,0.8707983,0.80189073,0.68249303
59,60,0.84926474,0.89723384,0.8621848,0.7803571,0.84926474,0.5994747,0.8664916,0.80619746,0.68249303
60,61,0.84926474,0.89723384,0.8621848,0.80189073,0.8578782,0.60378146,0.8664916,0.80619746,0.68249303
61,62,0.84926474,0.8970938,0.8578781,0.81050414,0.8406512,0.595168,0.8664916,0.81050414,0.68249303
62,63,0.84926474,0.8970938,0.8578781,0.79758394,0.8535714,0.60808814,0.8664916,0.81050414,0.68249303
63,64,0.8535714,0.8970938,0.8535714,0.77605045,0.8578781,0.595168,0.8664916,0.81050414,0.68249303
64,65,0.84926474,0.89292717,0.8578781,0.7889706,0.8578781,0.5994748,0.8664916,0.81050414,0.68249303
65,66,0.84926474,0.8886205,0.8535714,0.7932773,0.8621849,0.5994747,0.8664916,0.8148109,0.68249303
66,67,0.8535714,0.8886205,0.8535714,0.81050414,0.8492646,0.5994747,0.8664916,0.8148109,0.68249303
67,68,0.84926474,0.88848037,0.8535714,0.80189073,0.8621849,0.60378146,0.8664916,0.8148109,0.68249303
68,69,0.84926474,0.88834035,0.8578781,0.797584,0.8621848,0.5865545,0.8664916,0.8148109,0.68249303
69,70,0.84926474,0.8882003,0.8578781,0.78897053,0.84495795,0.595168,0.8664916,0.80619746,0.68249303
70,71,0.84926474,0.8882003,0.8578781,0.797584,0.8535714,0.60378146,0.8664916,0.80619746,0.68249303
71,72,0.84926474,0.8867998,0.8578781,0.7932772,0.8578781,0.60378146,0.8664916,0.80619746,0.68249303
72,73,0.84926474,0.88665974,0.8578781,0.81050414,0.8535714,0.6080882,0.8664916,0.80619746,0.68249303
73,74,0.84926474,0.8865196,0.8578781,0.78897053,0.8578781,0.60378146,0.8664916,0.80619746,0.68249303
74,75,0.84926474,0.8863796,0.8578781,0.78466386,0.8406512,0.5908613,0.8664916,0.80619746,0.68249303
75,76,0.84926474,0.88609946,0.8578781,0.78035706,0.8535714,0.6123949,0.8664916,0.8148109,0.68249303
76,77,0.84926474,0.88595945,0.8578781,0.81050414,0.8406512,0.5994748,0.8664916,0.8148109,0.68249303
77,78,0.84926474,0.88441867,0.8535714,0.79327726,0.8578781,0.60378146,0.8664916,0.8148109,0.68249303
78,79,0.84926474,0.88427866,0.8535714,0.79327726,0.8535714,0.61670166,0.8664916,0.81050414,0.68249303
79,80,0.84926474,0.882738,0.84926474,0.7803571,0.84495795,0.60378146,0.8664916,0.81050414,0.68249303
80,81,0.84926474,0.88259804,0.84926474,0.7846638,0.84495795,0.595168,0.8664916,0.8148109,0.68249303
81,82,0.84926474,0.88105744,0.84926474,0.7760504,0.8664915,0.5994748,0.8664916,0.81050414,0.68249303
82,83,0.84926474,0.8809174,0.84926474,0.78466386,0.84495795,0.595168,0.8664916,0.8148109,0.68249303
83,84,0.8535714,0.88077736,0.84926474,0.797584,0.8406512,0.60808814,0.8664916,0.8148109,0.68249303
84,85,0.84926474,0.88077736,0.84926474,0.8018907,0.8492646,0.59086126,0.8664916,0.8148109,0.68249303
85,86,0.84926474,0.88077736,0.84926474,0.81050414,0.8535714,0.60378146,0.8664916,0.8148109,0.68249303
86,87,0.84926474,0.8806373,0.84926474,0.797584,0.8406512,0.5994748,0.8664916,0.8148109,0.68249303
87,88,0.8535714,0.8806373,0.84495795,0.79327726,0.8578781,0.60378146,0.8664916,0.8148109,0.68249303
88,89,0.8535714,0.8804973,0.84495795,0.7803571,0.84495795,0.60378146,0.8664916,0.81911755,0.68249303
89,90,0.84926474,0.8804973,0.8535714,0.797584,0.84495795,0.6037815,0.8664916,0.81911755,0.68249303
90,91,0.84926474,0.88035715,0.84926474,0.7803571,0.84926474,0.595168,0.8664916,0.81911755,0.68249303
91,92,0.84926474,0.88035715,0.84926474,0.7803571,0.83634454,0.6080882,0.8664916,0.81911755,0.68249303
92,93,0.84926474,0.88035715,0.84926474,0.81911767,0.84926474,0.5994748,0.8664916,0.82342434,0.68249303
93,94,0.84926474,0.88035715,0.84926474,0.80189073,0.84495795,0.60378146,0.8621849,0.82342434,0.68249303
94,95,0.84926474,0.88035715,0.84926474,0.80619746,0.8492646,0.595168,0.8621849,0.82342434,0.68249303
95,96,0.84926474,0.8789566,0.84926474,0.81481093,0.8492646,0.6123949,0.8621849,0.82342434,0.68249303
96,97,0.84926474,0.8788166,0.84926474,0.7889706,0.84495795,0.595168,0.8621849,0.82342434,0.68249303
97,98,0.84926474,0.87867653,0.84926474,0.797584,0.8535714,0.6080882,0.8621849,0.82342434,0.68249303
98,99,0.84926474,0.87867653,0.84926474,0.7803571,0.84926474,0.6123949,0.8621849,0.827731,0.68249303
