,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,50.0,78.0,34.0,12.0,76.0,38.0,90.0,78.0,78.0
4,50.0,78.0,44.0,16.0,57.99999999999999,24.0,78.0,78.0,22.0
5,50.0,78.0,50.0,32.0,40.0,32.0,78.0,78.0,26.0
6,66.0,78.0,66.0,28.000000000000004,28.000000000000004,30.0,78.0,78.0,72.0
7,66.0,78.0,66.0,32.0,16.0,40.0,78.0,78.0,72.0
8,66.0,78.0,66.0,32.0,26.0,36.0,78.0,78.0,72.0
9,78.0,78.0,78.0,32.0,10.0,48.0,78.0,78.0,78.0
10,78.0,78.0,78.0,32.0,4.0,30.0,78.0,78.0,78.0
11,78.0,78.0,78.0,32.0,0.0,42.0,78.0,78.0,78.0
12,78.0,78.0,78.0,32.0,0.0,34.0,78.0,78.0,78.0
13,78.0,78.0,78.0,32.0,0.0,36.0,78.0,78.0,78.0
14,78.0,78.0,78.0,32.0,0.0,40.0,78.0,78.0,78.0
15,78.0,78.0,78.0,32.0,0.0,34.0,78.0,78.0,78.0
16,78.0,78.0,78.0,32.0,0.0,36.0,78.0,78.0,78.0
17,78.0,78.0,78.0,32.0,0.0,40.0,78.0,78.0,78.0
18,78.0,78.0,78.0,12.0,2.0,44.0,78.0,78.0,78.0
19,78.0,78.0,78.0,32.0,0.0,46.0,78.0,78.0,78.0
20,78.0,78.0,78.0,32.0,2.0,42.0,78.0,78.0,78.0
21,78.0,78.0,78.0,32.0,0.0,46.0,78.0,78.0,78.0
22,78.0,78.0,78.0,32.0,0.0,40.0,78.0,78.0,78.0
23,72.0,78.0,78.0,12.0,2.0,36.0,78.0,78.0,78.0
24,72.0,78.0,78.0,32.0,0.0,44.0,78.0,78.0,78.0
