,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,73.0,90.0,82.0,52.0,60.0,59.0,79.0,59.0,80.0
4,73.0,88.0,87.0,53.0,49.0,65.0,87.0,59.0,76.0
5,74.0,87.0,85.0,52.0,35.0,59.0,87.0,59.0,77.0
6,71.0,86.0,82.0,54.0,23.0,65.0,87.0,59.0,82.0
7,70.0,84.0,81.0,52.0,19.0,65.0,89.0,59.0,85.0
8,73.0,85.0,81.0,55.00000000000001,13.0,70.0,89.0,59.0,80.0
9,78.0,85.0,82.0,54.0,20.0,69.0,88.0,59.0,81.0
10,73.0,84.0,82.0,54.0,11.0,64.0,89.0,59.0,79.0
11,74.0,84.0,80.0,56.00000000000001,9.0,65.0,91.0,59.0,80.0
12,72.0,85.0,78.0,51.0,13.0,73.0,90.0,59.0,82.0
13,72.0,84.0,76.0,51.0,10.0,70.0,90.0,59.0,78.0
14,72.0,84.0,76.0,55.00000000000001,12.0,68.0,90.0,59.0,79.0
15,76.0,85.0,75.0,52.0,15.0,72.0,90.0,59.0,81.0
16,76.0,84.0,75.0,55.00000000000001,13.0,68.0,90.0,59.0,81.0
17,75.0,84.0,73.0,50.0,8.0,76.0,90.0,59.0,80.0
18,74.0,83.0,75.0,49.0,12.0,71.0,90.0,59.0,81.0
19,74.0,82.0,74.0,53.0,12.0,70.0,89.0,59.0,84.0
20,74.0,82.0,74.0,50.0,13.0,73.0,89.0,59.0,83.0
21,74.0,82.0,74.0,48.0,11.0,72.0,89.0,59.0,81.0
22,73.0,81.0,74.0,50.0,7.000000000000001,72.0,89.0,59.0,80.0
23,75.0,81.0,73.0,50.0,10.0,70.0,89.0,59.0,79.0
24,69.0,81.0,73.0,51.0,10.0,72.0,88.0,59.0,79.0
