,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,22.5,30.0,20.0,12.5,10.0,17.5,2.5,20.0,15.0
4,7.5,27.500000000000004,20.0,12.5,15.0,10.0,15.0,20.0,32.5
5,10.0,30.0,25.0,15.0,7.5,12.5,10.0,20.0,30.0
6,17.5,27.500000000000004,22.5,15.0,7.5,12.5,17.5,20.0,25.0
7,12.5,25.0,27.500000000000004,15.0,15.0,15.0,20.0,20.0,25.0
8,15.0,25.0,25.0,15.0,7.5,10.0,20.0,20.0,22.5
9,17.5,25.0,22.5,15.0,7.5,17.5,25.0,20.0,25.0
10,17.5,20.0,22.5,17.5,2.5,17.5,20.0,20.0,22.5
11,15.0,20.0,22.5,17.5,5.0,7.5,25.0,20.0,27.500000000000004
12,17.5,17.5,22.5,17.5,10.0,12.5,22.5,20.0,25.0
13,17.5,17.5,22.5,17.5,2.5,17.5,20.0,20.0,27.500000000000004
14,15.0,17.5,22.5,17.5,15.0,15.0,20.0,20.0,17.5
15,20.0,17.5,22.5,17.5,5.0,12.5,22.5,20.0,25.0
16,20.0,15.0,22.5,17.5,10.0,17.5,20.0,20.0,25.0
17,15.0,15.0,22.5,17.5,5.0,15.0,20.0,20.0,20.0
18,15.0,15.0,22.5,17.5,7.5,10.0,20.0,20.0,35.0
19,15.0,15.0,20.0,17.5,7.5,10.0,22.5,20.0,25.0
20,15.0,15.0,20.0,17.5,5.0,10.0,20.0,20.0,35.0
21,17.5,12.5,20.0,17.5,7.5,22.5,20.0,20.0,30.0
22,17.5,12.5,20.0,15.0,5.0,12.5,22.5,20.0,32.5
23,17.5,12.5,20.0,15.0,2.5,22.5,22.5,20.0,27.500000000000004
24,17.5,12.5,20.0,15.0,7.5,17.5,20.0,20.0,30.0
