,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,74.0,86.0,74.0,36.0,48.0,44.0,78.0,54.0,78.0
4,76.0,84.0,80.0,34.0,40.0,50.0,82.0,54.0,80.0
5,84.0,82.0,76.0,36.0,22.0,54.0,82.0,54.0,84.0
6,78.0,80.0,76.0,36.0,24.0,44.0,82.0,54.0,84.0
7,78.0,80.0,76.0,34.0,12.0,48.0,82.0,54.0,82.0
8,84.0,80.0,74.0,34.0,14.000000000000002,60.0,86.0,54.0,80.0
9,82.0,76.0,74.0,38.0,12.0,60.0,84.0,54.0,80.0
10,82.0,76.0,74.0,36.0,16.0,62.0,86.0,54.0,76.0
11,82.0,76.0,74.0,38.0,18.0,57.99999999999999,84.0,54.0,80.0
12,76.0,76.0,74.0,40.0,16.0,70.0,84.0,54.0,80.0
13,74.0,76.0,72.0,36.0,14.000000000000002,56.00000000000001,84.0,54.0,76.0
14,74.0,76.0,72.0,38.0,12.0,60.0,84.0,54.0,84.0
15,76.0,74.0,70.0,36.0,16.0,60.0,86.0,54.0,82.0
16,74.0,74.0,70.0,34.0,12.0,70.0,86.0,54.0,84.0
17,72.0,74.0,72.0,34.0,10.0,60.0,84.0,54.0,84.0
18,74.0,74.0,68.0,34.0,8.0,60.0,84.0,54.0,80.0
19,72.0,74.0,64.0,32.0,10.0,62.0,84.0,54.0,86.0
20,70.0,74.0,64.0,36.0,8.0,64.0,84.0,54.0,84.0
21,68.0,74.0,64.0,32.0,8.0,54.0,84.0,54.0,82.0
22,68.0,74.0,64.0,30.0,4.0,57.99999999999999,84.0,54.0,78.0
23,66.0,72.0,64.0,36.0,8.0,56.00000000000001,84.0,54.0,82.0
24,57.99999999999999,72.0,64.0,34.0,10.0,57.99999999999999,82.0,54.0,80.0
