,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,0.0,100.0,40.0,0.0,100.0,80.0,100.0,100.0,80.0
9,80.0,100.0,100.0,20.0,100.0,60.0,100.0,100.0,100.0
15,100.0,100.0,100.0,0.0,100.0,60.0,100.0,100.0,100.0
21,100.0,100.0,100.0,20.0,100.0,80.0,100.0,100.0,100.0
27,100.0,100.0,100.0,20.0,100.0,60.0,100.0,100.0,100.0
33,100.0,100.0,100.0,40.0,100.0,60.0,100.0,100.0,100.0
39,100.0,100.0,100.0,0.0,100.0,40.0,100.0,100.0,100.0
45,100.0,100.0,100.0,20.0,100.0,60.0,100.0,100.0,100.0
51,100.0,100.0,100.0,80.0,100.0,40.0,100.0,100.0,100.0
57,100.0,100.0,100.0,60.0,100.0,40.0,100.0,100.0,100.0
63,100.0,100.0,100.0,20.0,100.0,60.0,100.0,100.0,100.0
69,100.0,100.0,100.0,20.0,100.0,60.0,100.0,100.0,100.0
75,100.0,100.0,100.0,40.0,100.0,40.0,100.0,100.0,100.0
81,100.0,100.0,100.0,40.0,100.0,60.0,100.0,100.0,100.0
87,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0
93,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0
99,100.0,100.0,100.0,40.0,100.0,60.0,100.0,100.0,100.0
