,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,40.0,70.0,60.0,0.0,60.0,30.0,60.0,60.0,60.0
4,50.0,70.0,60.0,0.0,60.0,40.0,60.0,60.0,50.0
5,60.0,70.0,60.0,10.0,30.0,30.0,70.0,60.0,60.0
6,70.0,70.0,60.0,10.0,0.0,20.0,70.0,60.0,60.0
7,70.0,70.0,60.0,10.0,10.0,30.0,70.0,60.0,60.0
8,70.0,70.0,70.0,10.0,0.0,40.0,70.0,60.0,60.0
9,70.0,70.0,70.0,10.0,0.0,20.0,70.0,60.0,60.0
10,70.0,70.0,70.0,0.0,0.0,40.0,70.0,60.0,60.0
11,70.0,70.0,70.0,10.0,0.0,20.0,70.0,60.0,60.0
12,70.0,70.0,70.0,10.0,20.0,10.0,70.0,60.0,60.0
13,70.0,70.0,70.0,0.0,0.0,10.0,70.0,60.0,60.0
14,70.0,70.0,70.0,10.0,0.0,30.0,70.0,60.0,60.0
15,70.0,70.0,70.0,10.0,0.0,20.0,70.0,60.0,60.0
16,70.0,70.0,70.0,10.0,10.0,20.0,70.0,60.0,60.0
17,70.0,70.0,70.0,0.0,0.0,20.0,70.0,60.0,60.0
18,70.0,70.0,70.0,10.0,0.0,10.0,70.0,60.0,60.0
19,70.0,70.0,70.0,10.0,10.0,30.0,70.0,60.0,60.0
20,70.0,70.0,70.0,10.0,0.0,20.0,70.0,60.0,60.0
21,70.0,70.0,70.0,0.0,0.0,20.0,70.0,60.0,60.0
22,70.0,70.0,70.0,10.0,0.0,30.0,70.0,60.0,60.0
23,70.0,70.0,70.0,0.0,10.0,20.0,70.0,60.0,60.0
24,70.0,70.0,70.0,10.0,0.0,40.0,70.0,60.0,60.0
