,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,30.0,52.0,44.0,4.0,44.0,32.0,44.0,44.0,40.0
4,34.0,52.0,48.0,4.0,26.0,16.0,44.0,44.0,34.0
5,44.0,52.0,48.0,8.0,18.0,24.0,52.0,44.0,56.00000000000001
6,48.0,52.0,48.0,8.0,10.0,34.0,52.0,44.0,46.0
7,52.0,52.0,48.0,8.0,6.0,36.0,52.0,44.0,50.0
8,48.0,52.0,52.0,8.0,10.0,30.0,52.0,44.0,50.0
9,52.0,52.0,52.0,8.0,8.0,24.0,52.0,44.0,50.0
10,64.0,52.0,52.0,4.0,2.0,26.0,52.0,44.0,46.0
11,64.0,52.0,52.0,16.0,10.0,24.0,52.0,44.0,46.0
12,64.0,52.0,52.0,16.0,12.0,36.0,52.0,44.0,46.0
13,64.0,52.0,52.0,4.0,2.0,22.0,52.0,44.0,44.0
14,64.0,52.0,52.0,8.0,0.0,24.0,52.0,44.0,44.0
15,64.0,52.0,52.0,8.0,2.0,18.0,52.0,44.0,44.0
16,64.0,52.0,52.0,8.0,6.0,18.0,52.0,44.0,44.0
17,64.0,52.0,52.0,4.0,0.0,28.000000000000004,52.0,44.0,44.0
18,64.0,52.0,52.0,8.0,0.0,34.0,52.0,44.0,44.0
19,64.0,52.0,52.0,8.0,4.0,30.0,52.0,44.0,44.0
20,64.0,52.0,52.0,8.0,0.0,26.0,52.0,44.0,44.0
21,64.0,52.0,52.0,4.0,2.0,36.0,52.0,44.0,44.0
22,64.0,52.0,52.0,8.0,2.0,34.0,52.0,44.0,44.0
23,64.0,52.0,52.0,4.0,2.0,26.0,52.0,44.0,44.0
24,64.0,52.0,52.0,8.0,0.0,18.0,52.0,44.0,44.0
