,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,76.0,82.0,72.0,40.0,50.0,46.0,72.0,54.0,78.0
4,76.0,82.0,72.0,36.0,52.0,57.99999999999999,78.0,54.0,72.0
5,74.0,82.0,70.0,42.0,40.0,62.0,80.0,54.0,74.0
6,72.0,80.0,72.0,42.0,20.0,57.99999999999999,80.0,54.0,76.0
7,76.0,80.0,72.0,36.0,16.0,64.0,76.0,54.0,76.0
8,76.0,80.0,72.0,32.0,14.000000000000002,62.0,76.0,54.0,82.0
9,78.0,80.0,72.0,36.0,12.0,70.0,76.0,54.0,78.0
10,76.0,80.0,72.0,32.0,20.0,68.0,76.0,54.0,78.0
11,74.0,80.0,70.0,30.0,12.0,66.0,76.0,54.0,78.0
12,76.0,76.0,72.0,32.0,18.0,64.0,76.0,54.0,84.0
13,74.0,76.0,70.0,30.0,10.0,66.0,76.0,54.0,88.0
14,74.0,74.0,68.0,32.0,16.0,68.0,76.0,54.0,82.0
15,76.0,74.0,66.0,34.0,16.0,66.0,76.0,54.0,82.0
16,76.0,74.0,68.0,24.0,16.0,72.0,78.0,54.0,78.0
17,76.0,74.0,66.0,26.0,14.000000000000002,70.0,78.0,54.0,78.0
18,76.0,74.0,68.0,28.000000000000004,16.0,74.0,78.0,54.0,84.0
19,76.0,74.0,68.0,28.000000000000004,12.0,68.0,78.0,54.0,82.0
20,76.0,76.0,68.0,28.000000000000004,20.0,76.0,78.0,54.0,82.0
21,78.0,76.0,66.0,26.0,16.0,68.0,78.0,54.0,82.0
22,76.0,76.0,66.0,30.0,18.0,70.0,78.0,54.0,82.0
23,76.0,76.0,66.0,28.000000000000004,16.0,78.0,78.0,54.0,80.0
24,76.0,76.0,64.0,28.000000000000004,14.000000000000002,74.0,78.0,54.0,78.0
