,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,32.0,40.0,45.0,31.0,20.0,18.0,15.0,33.0,27.0
4,40.0,40.0,44.0,31.0,19.0,19.0,28.000000000000004,33.0,37.0
5,37.0,38.0,44.0,28.999999999999996,12.0,22.0,33.0,33.0,46.0
6,36.0,36.0,45.0,27.0,9.0,19.0,33.0,33.0,43.0
7,37.0,35.0,48.0,28.000000000000004,7.000000000000001,23.0,28.000000000000004,33.0,38.0
8,32.0,34.0,45.0,27.0,19.0,23.0,33.0,33.0,45.0
9,31.0,34.0,43.0,27.0,8.0,19.0,34.0,33.0,44.0
10,30.0,32.0,42.0,27.0,9.0,25.0,33.0,33.0,47.0
11,28.999999999999996,32.0,39.0,27.0,6.0,26.0,28.999999999999996,33.0,43.0
12,26.0,31.0,37.0,25.0,8.0,17.0,30.0,33.0,45.0
13,25.0,31.0,38.0,25.0,9.0,23.0,33.0,33.0,49.0
14,23.0,31.0,37.0,25.0,9.0,22.0,30.0,33.0,46.0
15,20.0,30.0,36.0,26.0,8.0,22.0,28.000000000000004,33.0,38.0
16,20.0,28.999999999999996,34.0,25.0,7.000000000000001,27.0,27.0,33.0,44.0
17,18.0,28.999999999999996,36.0,25.0,6.0,24.0,28.000000000000004,33.0,44.0
18,20.0,28.999999999999996,36.0,25.0,5.0,19.0,28.999999999999996,33.0,43.0
19,21.0,28.999999999999996,35.0,26.0,8.0,22.0,31.0,33.0,41.0
20,18.0,28.999999999999996,35.0,25.0,10.0,21.0,30.0,33.0,44.0
21,17.0,28.000000000000004,34.0,24.0,10.0,25.0,30.0,33.0,45.0
22,18.0,28.000000000000004,32.0,25.0,4.0,26.0,30.0,33.0,40.0
23,17.0,28.000000000000004,31.0,24.0,5.0,27.0,28.999999999999996,33.0,45.0
24,17.0,28.000000000000004,30.0,26.0,5.0,28.000000000000004,30.0,33.0,44.0
