,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,55.00000000000001,72.5,40.0,12.5,57.49999999999999,37.5,90.0,72.5,77.5
4,55.00000000000001,77.5,45.0,15.0,37.5,25.0,77.5,72.5,37.5
5,55.00000000000001,77.5,55.00000000000001,17.5,32.5,32.5,77.5,72.5,40.0
6,57.49999999999999,77.5,57.49999999999999,15.0,22.5,32.5,77.5,72.5,67.5
7,57.49999999999999,77.5,57.49999999999999,17.5,12.5,40.0,77.5,72.5,72.5
8,57.49999999999999,77.5,57.49999999999999,17.5,12.5,40.0,77.5,72.5,72.5
9,72.5,77.5,72.5,17.5,7.5,27.500000000000004,77.5,72.5,77.5
10,72.5,77.5,77.5,17.5,5.0,30.0,77.5,72.5,77.5
11,77.5,77.5,77.5,17.5,0.0,35.0,77.5,72.5,77.5
12,77.5,77.5,77.5,17.5,0.0,30.0,77.5,72.5,77.5
13,77.5,77.5,77.5,17.5,0.0,27.500000000000004,77.5,72.5,77.5
14,77.5,77.5,77.5,17.5,0.0,42.5,77.5,72.5,77.5
15,77.5,77.5,77.5,17.5,0.0,37.5,77.5,72.5,77.5
16,77.5,77.5,77.5,17.5,0.0,40.0,77.5,72.5,77.5
17,77.5,77.5,77.5,17.5,0.0,47.5,77.5,72.5,77.5
18,77.5,77.5,77.5,12.5,0.0,37.5,77.5,72.5,77.5
19,77.5,77.5,77.5,17.5,0.0,40.0,77.5,72.5,77.5
20,77.5,77.5,77.5,17.5,0.0,40.0,77.5,72.5,77.5
21,77.5,77.5,77.5,17.5,2.5,45.0,77.5,72.5,77.5
22,72.5,77.5,77.5,17.5,0.0,40.0,77.5,72.5,77.5
23,62.5,77.5,77.5,12.5,0.0,37.5,77.5,72.5,77.5
24,62.5,77.5,77.5,17.5,0.0,47.5,77.5,72.5,77.5
