,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,62.5,77.5,55.00000000000001,12.5,72.5,35.0,72.5,62.5,77.5
4,67.5,72.5,67.5,17.5,40.0,37.5,72.5,62.5,67.5
5,72.5,72.5,72.5,20.0,10.0,25.0,77.5,62.5,75.0
6,82.5,72.5,72.5,20.0,17.5,45.0,82.5,62.5,72.5
7,77.5,72.5,72.5,20.0,7.5,52.5,82.5,62.5,67.5
8,77.5,72.5,72.5,20.0,0.0,40.0,82.5,62.5,67.5
9,77.5,72.5,72.5,20.0,0.0,40.0,77.5,62.5,72.5
10,62.5,72.5,72.5,25.0,0.0,35.0,77.5,62.5,72.5
11,62.5,72.5,72.5,20.0,0.0,52.5,77.5,62.5,72.5
12,62.5,72.5,72.5,25.0,0.0,35.0,77.5,62.5,72.5
13,62.5,72.5,72.5,20.0,0.0,40.0,77.5,62.5,72.5
14,62.5,72.5,72.5,20.0,0.0,40.0,77.5,62.5,72.5
15,62.5,72.5,72.5,20.0,0.0,47.5,72.5,62.5,72.5
16,62.5,72.5,72.5,22.5,0.0,40.0,72.5,62.5,72.5
17,62.5,72.5,72.5,20.0,0.0,40.0,72.5,62.5,72.5
18,62.5,72.5,62.5,22.5,0.0,40.0,72.5,62.5,72.5
19,62.5,72.5,62.5,20.0,0.0,35.0,72.5,62.5,72.5
20,62.5,72.5,62.5,25.0,0.0,40.0,72.5,62.5,72.5
21,62.5,72.5,62.5,32.5,0.0,37.5,72.5,62.5,72.5
22,62.5,72.5,62.5,20.0,0.0,42.5,72.5,62.5,72.5
23,62.5,72.5,72.5,25.0,0.0,45.0,72.5,62.5,72.5
24,62.5,72.5,72.5,22.5,0.0,45.0,72.5,62.5,72.5
