,COF,k-NN,LOF,HBOS,LODA,iForest,ABOD,Isolation Index,SOD
3,28.000000000000004,28.000000000000004,18.0,10.0,4.0,6.0,0.0,10.0,16.0
4,28.000000000000004,28.000000000000004,20.0,10.0,0.0,2.0,2.0,10.0,20.0
5,30.0,30.0,22.0,10.0,4.0,4.0,14.000000000000002,10.0,24.0
6,26.0,28.000000000000004,26.0,8.0,2.0,10.0,12.0,10.0,22.0
7,22.0,28.000000000000004,26.0,4.0,4.0,6.0,20.0,10.0,20.0
8,24.0,28.000000000000004,26.0,6.0,6.0,4.0,20.0,10.0,22.0
9,24.0,28.000000000000004,26.0,4.0,6.0,8.0,20.0,10.0,34.0
10,22.0,28.000000000000004,26.0,4.0,2.0,8.0,20.0,10.0,34.0
11,24.0,26.0,20.0,4.0,2.0,4.0,20.0,10.0,28.000000000000004
12,22.0,22.0,18.0,4.0,2.0,6.0,20.0,10.0,34.0
13,18.0,22.0,20.0,6.0,0.0,8.0,22.0,10.0,28.000000000000004
14,18.0,22.0,20.0,6.0,6.0,6.0,24.0,10.0,24.0
15,18.0,22.0,18.0,6.0,2.0,4.0,24.0,10.0,18.0
16,18.0,20.0,20.0,6.0,4.0,10.0,20.0,10.0,24.0
17,20.0,18.0,20.0,6.0,4.0,6.0,22.0,10.0,22.0
18,18.0,18.0,22.0,6.0,4.0,12.0,20.0,10.0,20.0
19,20.0,16.0,18.0,6.0,2.0,2.0,16.0,10.0,16.0
20,20.0,16.0,20.0,6.0,2.0,6.0,18.0,10.0,14.000000000000002
21,20.0,16.0,22.0,6.0,2.0,6.0,18.0,10.0,16.0
22,20.0,16.0,22.0,6.0,2.0,6.0,18.0,10.0,16.0
23,20.0,16.0,20.0,6.0,2.0,8.0,18.0,10.0,12.0
24,20.0,16.0,18.0,6.0,8.0,6.0,18.0,10.0,14.000000000000002
