,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
19,20,0.87324935,0.9178921,0.7464986,0.8478992,0.61974794,0.88592446,0.8352241,0.59859943
20,21,0.87324935,0.91806716,0.73382354,0.8478992,0.61974794,0.88592446,0.8352241,0.59859943
21,22,0.87324935,0.9196428,0.7211485,0.82254905,0.632423,0.88592446,0.84789914,0.59859943
22,23,0.87324935,0.9208684,0.7464986,0.86057425,0.6070729,0.88592446,0.86057425,0.59859943
23,24,0.87324935,0.9210434,0.77184874,0.83522415,0.6070729,0.88592446,0.86057425,0.59859943
24,25,0.87324935,0.92121845,0.7591737,0.8478992,0.6070729,0.88592446,0.86057425,0.59859943
25,26,0.87324935,0.92121845,0.7464986,0.822549,0.632423,0.88592446,0.8732493,0.59859943
26,27,0.87324935,0.9222689,0.7084734,0.83522415,0.6070729,0.88592446,0.8732493,0.59859943
27,28,0.87324935,0.9222689,0.75917363,0.86057425,0.61974794,0.88592446,0.8732493,0.59859943
28,29,0.87324935,0.9238445,0.7718487,0.8478992,0.6070729,0.88592446,0.86057425,0.59859943
29,30,0.87324935,0.9252451,0.7464986,0.82254905,0.61974794,0.88592446,0.8732493,0.59859943
30,31,0.87324935,0.9252451,0.7591737,0.82254905,0.61974794,0.88592446,0.86057425,0.59859943
31,32,0.87324935,0.9113445,0.7845238,0.809874,0.6070729,0.88592446,0.86057425,0.59859943
32,33,0.87324935,0.9115196,0.75917363,0.8478992,0.632423,0.88592446,0.8732493,0.59859943
33,34,0.87324935,0.9004201,0.72114843,0.8352241,0.6070729,0.88592446,0.8732493,0.59859943
34,35,0.87324935,0.9004201,0.75917363,0.82254905,0.61974794,0.88592446,0.86057425,0.59859943
35,36,0.87324935,0.9009453,0.73382354,0.82254905,0.61974794,0.88592446,0.86057425,0.59859943
36,37,0.87324935,0.89989495,0.7845238,0.809874,0.61974794,0.88592446,0.8478992,0.59859943
37,38,0.87324935,0.8984944,0.77184874,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
38,39,0.87324935,0.8984944,0.75917363,0.8478992,0.6070729,0.88592446,0.822549,0.59859943
39,40,0.87324935,0.8984944,0.7464986,0.82254905,0.61974794,0.88592446,0.83522403,0.59859943
40,41,0.87324935,0.8984944,0.78452384,0.8352241,0.6070729,0.88592446,0.822549,0.59859943
41,42,0.87324935,0.8970939,0.73382354,0.80987394,0.61974794,0.88592446,0.8352241,0.59859943
42,43,0.87324935,0.8967438,0.74649864,0.82254905,0.61974794,0.88592446,0.822549,0.59859943
43,44,0.87324935,0.8967438,0.73382354,0.809874,0.632423,0.88592446,0.822549,0.59859943
44,45,0.87324935,0.89761907,0.77184874,0.8352241,0.6070729,0.88592446,0.822549,0.59859943
45,46,0.87324935,0.89761907,0.77184874,0.809874,0.6070729,0.88592446,0.822549,0.59859943
46,47,0.87324935,0.91011906,0.72114843,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
47,48,0.87324935,0.92261904,0.72114843,0.8352241,0.6070729,0.88592446,0.822549,0.59859943
48,49,0.87324935,0.9219188,0.7464986,0.82254905,0.61974794,0.88592446,0.822549,0.59859943
49,50,0.87324935,0.9213936,0.7338236,0.822549,0.6070729,0.88592446,0.822549,0.59859943
50,51,0.87324935,0.92174363,0.7464986,0.8352241,0.61974794,0.88592446,0.822549,0.59859943
51,52,0.87324935,0.9215686,0.75917363,0.82254905,0.6070729,0.88592446,0.822549,0.59859943
52,53,0.87324935,0.9213935,0.7845238,0.82254905,0.6070729,0.88592446,0.822549,0.59859943
53,54,0.87324935,0.9212185,0.77184874,0.80987394,0.6070729,0.88592446,0.8352241,0.59859943
54,55,0.87324935,0.922444,0.7464986,0.80987394,0.632423,0.88592446,0.8352241,0.59859943
55,56,0.87324935,0.922444,0.7971989,0.809874,0.6070729,0.88592446,0.8352241,0.59859943
56,57,0.87324935,0.9347689,0.7211485,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
57,58,0.87324935,0.93459386,0.7718487,0.80987394,0.61974794,0.88592446,0.822549,0.59859943
58,59,0.87324935,0.93459386,0.7464986,0.822549,0.6070729,0.88592446,0.822549,0.59859943
59,60,0.87324935,0.93459386,0.7718487,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
60,61,0.87324935,0.93459386,0.75917363,0.80987394,0.61974794,0.88592446,0.822549,0.59859943
61,62,0.87324935,0.93459386,0.75917363,0.82254905,0.6070729,0.88592446,0.822549,0.59859943
62,63,0.87324935,0.93459386,0.7845238,0.80987394,0.61974794,0.88592446,0.822549,0.59859943
63,64,0.87324935,0.93459386,0.77184874,0.80987394,0.61974794,0.88592446,0.822549,0.59859943
64,65,0.87324935,0.93459386,0.75917363,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
65,66,0.87324935,0.9337185,0.75917363,0.82254905,0.61974794,0.88592446,0.822549,0.59859943
66,67,0.86057425,0.9337185,0.73382354,0.822549,0.6070729,0.88592446,0.822549,0.59859943
67,68,0.87324935,0.93336827,0.75917363,0.822549,0.6070729,0.88592446,0.822549,0.59859943
68,69,0.87324935,0.9328431,0.75917363,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
69,70,0.87324935,0.93266803,0.7464986,0.8352241,0.61974794,0.88592446,0.822549,0.59859943
70,71,0.86057425,0.93266803,0.7971989,0.7971989,0.6070729,0.88592446,0.822549,0.59859943
71,72,0.87324935,0.9312675,0.7464986,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
72,73,0.87324935,0.9310924,0.7845238,0.82254905,0.6070729,0.88592446,0.822549,0.59859943
73,74,0.87324935,0.9307422,0.77184874,0.78452384,0.6070729,0.88592446,0.822549,0.59859943
74,75,0.86057425,0.9307422,0.75917363,0.809874,0.6070729,0.88592446,0.822549,0.59859943
75,76,0.86057425,0.93056715,0.75917363,0.82254905,0.61974794,0.88592446,0.822549,0.59859943
76,77,0.86057425,0.9303921,0.77184874,0.8352241,0.61974794,0.88592446,0.822549,0.59859943
77,78,0.86057425,0.92899156,0.77184874,0.7971989,0.61974794,0.88592446,0.822549,0.59859943
78,79,0.86057425,0.92899156,0.73382354,0.7718488,0.6070729,0.88592446,0.822549,0.59859943
79,80,0.87324935,0.927591,0.77184874,0.7971989,0.6070729,0.88592446,0.822549,0.59859943
80,81,0.87324935,0.927591,0.7464986,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
81,82,0.87324935,0.92619056,0.7464986,0.82254905,0.6070729,0.88592446,0.822549,0.59859943
82,83,0.87324935,0.92619056,0.7718487,0.7971989,0.61974794,0.88592446,0.822549,0.59859943
83,84,0.87324935,0.92619056,0.77184874,0.82254905,0.6070729,0.88592446,0.822549,0.59859943
84,85,0.86057425,0.92619056,0.7464986,0.7971989,0.6070729,0.88592446,0.822549,0.59859943
85,86,0.87324935,0.92619056,0.7845238,0.7971989,0.61974794,0.88592446,0.822549,0.59859943
86,87,0.87324935,0.92619056,0.79719883,0.78452384,0.61974794,0.88592446,0.822549,0.59859943
87,88,0.86057425,0.92619056,0.7845238,0.7971989,0.61974794,0.88592446,0.822549,0.59859943
88,89,0.87324935,0.92619056,0.7591737,0.822549,0.632423,0.88592446,0.822549,0.59859943
89,90,0.87324935,0.92619056,0.7845238,0.80987394,0.6070729,0.88592446,0.822549,0.59859943
90,91,0.87324935,0.92619056,0.75917363,0.78452384,0.61974794,0.88592446,0.822549,0.59859943
91,92,0.87324935,0.92619056,0.72114843,0.78452384,0.6070729,0.88592446,0.822549,0.59859943
92,93,0.87324935,0.92619056,0.77184874,0.822549,0.61974794,0.88592446,0.822549,0.59859943
93,94,0.87324935,0.9258404,0.7845238,0.7845238,0.6070729,0.88592446,0.822549,0.59859943
94,95,0.86057425,0.9253151,0.77184874,0.7845238,0.61974794,0.88592446,0.822549,0.59859943
95,96,0.86057425,0.9237395,0.7464986,0.78452384,0.61974794,0.88592446,0.822549,0.59859943
96,97,0.86057425,0.9228641,0.73382354,0.809874,0.6070729,0.88592446,0.822549,0.59859943
97,98,0.86057425,0.922689,0.7845238,0.7971989,0.6070729,0.88592446,0.822549,0.59859943
98,99,0.86057425,0.9219888,0.77184874,0.7971989,0.61974794,0.88592446,0.822549,0.59859943
