,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.5436975,0.6310924,0.5563725,0.5943978,0.6324229,0.5943978,0.77184874,0.59859943
1,2,0.8985995,0.71428573,0.73382354,0.7464986,0.6324229,0.5943978,0.77184874,0.59859943
2,3,0.87324935,0.7614145,0.73382354,0.84789914,0.6324229,0.87324935,0.77184874,0.59859943
3,4,0.8859244,0.8150911,0.65777314,0.83522415,0.58172274,0.8985995,0.7464986,0.59859943
4,5,0.87324935,0.877416,0.6450981,0.8605743,0.5943978,0.8985995,0.75917363,0.59859943
5,6,0.87324935,0.89009106,0.6704482,0.82254905,0.61974794,0.88592446,0.80987394,0.59859943
6,7,0.87324935,0.89324224,0.6831233,0.8478992,0.61974794,0.88592446,0.80987394,0.59859943
7,8,0.87324935,0.8923669,0.7211485,0.8605743,0.60707283,0.88592446,0.8098739,0.59859943
8,9,0.87324935,0.8921918,0.73382354,0.8478992,0.632423,0.88592446,0.83522403,0.59859943
9,10,0.87324935,0.9121148,0.7338236,0.88592446,0.632423,0.88592446,0.80987394,0.59859943
10,11,0.87324935,0.9114145,0.73382354,0.8478992,0.6070729,0.88592446,0.822549,0.59859943
11,12,0.87324935,0.9131652,0.70847344,0.8732493,0.61974794,0.88592446,0.7971989,0.59859943
12,13,0.87324935,0.9131652,0.77184874,0.87324935,0.61974794,0.88592446,0.78452384,0.59859943
13,14,0.87324935,0.9128151,0.74649864,0.8605743,0.61974794,0.88592446,0.7845238,0.59859943
14,15,0.87324935,0.91579133,0.75917363,0.86057425,0.61974794,0.88592446,0.7845238,0.59859943
15,16,0.87324935,0.9156163,0.74649864,0.87324935,0.632423,0.88592446,0.79719883,0.59859943
16,17,0.87324935,0.9166666,0.7211485,0.86057425,0.6070729,0.88592446,0.7971989,0.59859943
17,18,0.87324935,0.91649157,0.7211485,0.86057425,0.6070729,0.88592446,0.809874,0.59859943
18,19,0.87324935,0.91806716,0.7591737,0.87324935,0.61974794,0.88592446,0.82254905,0.59859943
