,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.49859947,0.8548669,0.49859947,1.0,0.49859947,1.0,0.74929976,0.8746499
1,2,0.8746499,0.90108544,0.6239496,0.8746499,0.49859947,1.0,0.74929976,0.8746499
2,3,0.8746499,0.91088927,0.68662465,0.8119748,0.49859947,0.8746499,0.74929976,0.8746499
3,4,0.8746499,0.85259104,0.6239496,0.8119748,0.49859947,0.8746499,0.8746499,0.8746499
4,5,0.8746499,0.9140406,0.5612745,0.62394965,0.49859947,0.8746499,0.8119748,0.8746499
5,6,0.8746499,0.91509104,0.7492997,0.5612745,0.49859947,0.8746499,0.8746499,0.8746499
6,7,0.8746499,0.9178921,0.68662465,0.5612745,0.49859947,0.8746499,0.8746499,0.8746499
7,8,0.8746499,0.91684175,0.6866247,0.5612745,0.49859947,0.8746499,0.8119748,0.8746499
8,9,0.8746499,0.97934175,0.6239496,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
9,10,0.8746499,0.97373945,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
10,11,0.8746499,0.9735644,0.7492997,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
11,12,0.8746499,0.9751401,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
12,13,0.8746499,0.97496504,0.62394965,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
13,14,0.8746499,0.97479,0.74929976,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
14,15,0.8746499,0.97759104,0.5612745,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
15,16,0.8746499,0.97759104,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
16,17,0.8746499,0.97899157,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
17,18,0.8746499,0.97899157,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
18,19,0.8746499,0.9803921,0.7492997,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
19,20,0.8746499,0.9803921,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
20,21,0.8746499,0.9803921,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
21,22,0.8746499,0.98179257,0.6239496,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
22,23,0.8746499,0.92069334,0.74929976,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
23,24,0.8746499,0.92069334,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
24,25,0.8746499,0.92069334,0.68662465,0.49859947,0.49859947,0.8746499,0.8746499,0.8746499
