,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
23,24,0.8265231,0.8833684,0.7558474,0.8072479,0.5630953,0.8650735,0.7943978,0.5485994
24,25,0.8265231,0.8837185,0.73657215,0.8265231,0.5887955,0.8650735,0.7943978,0.5485994
25,26,0.8265231,0.8838936,0.74299717,0.81367296,0.5566702,0.8650735,0.8008228,0.5485994
26,27,0.8265231,0.87781864,0.74942225,0.8265231,0.58237046,0.8650735,0.7943978,0.5485994
27,28,0.8265231,0.87869394,0.730147,0.8265231,0.5759454,0.8650735,0.7943978,0.5485994
28,29,0.8265231,0.87956923,0.7108718,0.81367296,0.54382,0.8650735,0.7879727,0.5485994
29,30,0.8265231,0.881145,0.7494223,0.82009804,0.5759454,0.8650735,0.7879727,0.5485994
30,31,0.8265231,0.8814951,0.7686975,0.8329482,0.5630952,0.8586485,0.7879727,0.5485994
31,32,0.8265231,0.8800945,0.7558473,0.82009804,0.56952035,0.8586485,0.7879727,0.5485994
32,33,0.8265231,0.88096994,0.75584733,0.8072479,0.56952035,0.8586485,0.78154767,0.5485994
33,34,0.8265231,0.8818452,0.74299717,0.8265231,0.5759454,0.8586485,0.78154767,0.5485994
34,35,0.8265231,0.8818452,0.7751226,0.8265231,0.5887956,0.8586485,0.78154767,0.5485994
35,36,0.8265231,0.8823705,0.78154767,0.82009804,0.56952035,0.8586485,0.78154767,0.5485994
36,37,0.82009804,0.87471986,0.75584733,0.82009804,0.5502451,0.8586485,0.78154767,0.5485994
37,38,0.82009804,0.8795693,0.73014706,0.8072479,0.58237046,0.8586485,0.78154767,0.5485994
38,39,0.82009804,0.87331927,0.75584733,0.8265231,0.58879554,0.8586485,0.78154767,0.5485994
39,40,0.82009804,0.87331927,0.75584733,0.8265231,0.5566702,0.8586485,0.78154767,0.5485994
40,41,0.82009804,0.87331927,0.74942225,0.8072479,0.57594544,0.8586485,0.78154767,0.5485994
41,42,0.82009804,0.8720938,0.7815476,0.81367296,0.56952035,0.86507356,0.78154767,0.5485994
42,43,0.82009804,0.8720938,0.7622724,0.81367296,0.5823705,0.86507356,0.7879727,0.5485994
43,44,0.82009804,0.8720938,0.75584733,0.8008228,0.58879554,0.86507356,0.7879727,0.5485994
44,45,0.82009804,0.8733194,0.7622724,0.81367296,0.5502451,0.86507356,0.7879727,0.5485994
45,46,0.82009804,0.8733194,0.74942225,0.81367296,0.5887955,0.86507356,0.7751226,0.5485994
46,47,0.82009804,0.86706936,0.7365721,0.8265231,0.5695203,0.86507356,0.7751226,0.5485994
47,48,0.82009804,0.86671925,0.7622725,0.7943977,0.5566702,0.86507356,0.78154767,0.5485994
48,49,0.82009804,0.86671925,0.7622724,0.813673,0.5952206,0.86507356,0.7751226,0.5485994
49,50,0.82009804,0.8663691,0.7622725,0.82009804,0.5759454,0.86507356,0.7751225,0.5485994
50,51,0.82009804,0.8674195,0.7815476,0.8008228,0.56952035,0.86507356,0.7815476,0.5485994
51,52,0.82009804,0.8668943,0.75584733,0.8072479,0.56952035,0.86507356,0.76869744,0.5485994
52,53,0.82009804,0.866369,0.7686975,0.8265231,0.5759454,0.86507356,0.7751226,0.5485994
53,54,0.82009804,0.8660189,0.7686975,0.7943977,0.5630952,0.86507356,0.7751226,0.5485994
54,55,0.82009804,0.8606443,0.7622724,0.7943977,0.5695203,0.86507356,0.7751226,0.5485994
55,56,0.82009804,0.8606443,0.7751226,0.8072479,0.5759454,0.86507356,0.7751226,0.5485994
56,57,0.82009804,0.8602941,0.7751226,0.8008228,0.5695203,0.86507356,0.7815476,0.5485994
57,58,0.82009804,0.8601191,0.75584733,0.8008228,0.5630952,0.86507356,0.7815476,0.5485994
58,59,0.82009804,0.85959387,0.7622725,0.8008228,0.5630952,0.86507356,0.7751226,0.5485994
59,60,0.82009804,0.8658439,0.7622724,0.7943978,0.5630952,0.86507356,0.7751226,0.5485994
60,61,0.82009804,0.8658439,0.74299717,0.78154755,0.57594544,0.86507356,0.7751226,0.5485994
61,62,0.82009804,0.8658439,0.7751225,0.7879726,0.5759454,0.86507356,0.7815476,0.5485994
62,63,0.82009804,0.8658439,0.73014706,0.8008228,0.5759454,0.86507356,0.7815476,0.5485994
63,64,0.82009804,0.8658439,0.7686975,0.82009804,0.5566702,0.86507356,0.7815476,0.5485994
64,65,0.81367296,0.85959387,0.7622724,0.7943977,0.58237046,0.86507356,0.7815476,0.5485994
65,66,0.81367296,0.8594188,0.75584733,0.8008228,0.5502451,0.86507356,0.7815476,0.5485994
66,67,0.81367296,0.8594188,0.75584733,0.8008228,0.5759454,0.86507356,0.7815476,0.5485994
67,68,0.81367296,0.8594188,0.75584733,0.7943977,0.5695203,0.8586485,0.7751226,0.5485994
68,69,0.81367296,0.8592437,0.75584733,0.7943978,0.5502451,0.86507356,0.7815476,0.5485994
69,70,0.81367296,0.8588935,0.75584733,0.8072479,0.5630952,0.86507356,0.7815476,0.5485994
70,71,0.81367296,0.8587185,0.7751225,0.78154755,0.5566702,0.8586485,0.7815476,0.5485994
71,72,0.81367296,0.857318,0.7429972,0.77512246,0.5566702,0.8586485,0.7815476,0.5485994
72,73,0.81367296,0.857318,0.75584733,0.7879726,0.5630953,0.8586485,0.7815476,0.5485994
73,74,0.81367296,0.8569678,0.7751225,0.78154755,0.57594544,0.8586485,0.7815476,0.5485994
74,75,0.81367296,0.85661757,0.78154767,0.7879727,0.5502451,0.8586485,0.7815476,0.5485994
75,76,0.81367296,0.85661757,0.7751226,0.78154755,0.58237046,0.8586485,0.7815476,0.5485994
76,77,0.81367296,0.8564426,0.74942225,0.7879726,0.5630952,0.8586485,0.7815476,0.5485994
77,78,0.81367296,0.8548669,0.7751225,0.7943977,0.5630952,0.8586485,0.7815476,0.5485994
78,79,0.81367296,0.8548669,0.75584733,0.7943977,0.5630952,0.8586485,0.7815476,0.5485994
79,80,0.81367296,0.85329133,0.76227236,0.7815476,0.57594544,0.8586485,0.7815476,0.5485994
80,81,0.81367296,0.8529412,0.76227236,0.77512246,0.5566702,0.8586485,0.7815476,0.5485994
81,82,0.81367296,0.85171574,0.75584733,0.80082285,0.5695203,0.8586485,0.7815476,0.5485994
82,83,0.81367296,0.85171574,0.75584733,0.8008228,0.5502451,0.8586485,0.7815476,0.5485994
83,84,0.81367296,0.85171574,0.75584733,0.7879727,0.56952035,0.8586485,0.7815476,0.5485994
84,85,0.81367296,0.85171574,0.7622724,0.7879726,0.5502451,0.8586485,0.7815476,0.5485994
85,86,0.81367296,0.85171574,0.74942225,0.7815476,0.5759454,0.8586485,0.7815476,0.5485994
86,87,0.81367296,0.85171574,0.74942225,0.7815476,0.5695203,0.8586485,0.7815476,0.5485994
87,88,0.81367296,0.85171574,0.7686975,0.7879726,0.5630952,0.8586485,0.7815476,0.5485994
88,89,0.81367296,0.8515406,0.7686975,0.78154755,0.5566702,0.8586485,0.7815476,0.5485994
89,90,0.81367296,0.85136557,0.76869744,0.7879726,0.5630953,0.8586485,0.7815476,0.5485994
90,91,0.81367296,0.85136557,0.7686975,0.7879727,0.54382,0.8586485,0.7815476,0.5485994
91,92,0.81367296,0.85136557,0.7815476,0.7751226,0.5630952,0.8586485,0.7815476,0.5485994
92,93,0.81367296,0.8511905,0.7622724,0.76869744,0.56952035,0.8586485,0.7815476,0.5485994
93,94,0.81367296,0.8511905,0.74942225,0.7943977,0.5566702,0.8586485,0.7815476,0.5485994
94,95,0.81367296,0.85066533,0.7943978,0.7815476,0.5695203,0.8586485,0.7815476,0.5485994
95,96,0.81367296,0.8494398,0.76227236,0.7879726,0.5759454,0.8586485,0.7815476,0.5485994
96,97,0.81367296,0.8494398,0.7879727,0.78154755,0.5502451,0.8586485,0.7815476,0.5485994
97,98,0.81367296,0.8494398,0.7622724,0.78154755,0.56952035,0.8586485,0.7815476,0.5485994
98,99,0.81367296,0.8494398,0.7879727,0.7943977,0.5566702,0.8586485,0.7815476,0.5485994
