,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
59,60,0.7899159,0.9429272,0.7478991,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
60,61,0.7899159,0.9429272,0.7478991,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
61,62,0.7899159,0.9429272,0.72689074,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
62,63,0.7899159,0.9429272,0.72689074,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
63,64,0.7899159,0.9429272,0.7478992,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
64,65,0.7899159,0.9429272,0.7478992,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
65,66,0.7899159,0.942402,0.7689076,0.64285713,0.53781515,0.8109244,0.76890755,0.64425766
66,67,0.7899159,0.942402,0.76890755,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
67,68,0.7899159,0.942402,0.72689074,0.64285713,0.53781515,0.8109244,0.76890755,0.64425766
68,69,0.7899159,0.9411764,0.72689074,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
69,70,0.7899159,0.9411764,0.76890755,0.68487394,0.53781515,0.8109244,0.76890755,0.64425766
70,71,0.7899159,0.9411764,0.7478992,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
71,72,0.7899159,0.9396008,0.72689074,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
72,73,0.7899159,0.9390756,0.7478992,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
73,74,0.7899159,0.93890053,0.72689074,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
74,75,0.7899159,0.93890053,0.76890755,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
75,76,0.7899159,0.93890053,0.7478991,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
76,77,0.7899159,0.9387255,0.7478992,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
77,78,0.7899159,0.93732494,0.7689076,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
78,79,0.7899159,0.93732494,0.72689074,0.64285713,0.53781515,0.8109244,0.76890755,0.64425766
79,80,0.7899159,0.9359244,0.7478991,0.68487394,0.53781515,0.8109244,0.76890755,0.64425766
80,81,0.7899159,0.9359244,0.76890755,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
81,82,0.7899159,0.9345238,0.7478991,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
82,83,0.7899159,0.9345238,0.72689074,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
83,84,0.7899159,0.9345238,0.7689076,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
84,85,0.7899159,0.9345238,0.76890755,0.7058824,0.5588235,0.8109244,0.76890755,0.64425766
85,86,0.7899159,0.9345238,0.72689074,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
86,87,0.7899159,0.9345238,0.7689076,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
87,88,0.7899159,0.9345238,0.7478991,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
88,89,0.7899159,0.9345238,0.7478991,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
89,90,0.7899159,0.9345238,0.72689074,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
90,91,0.7899159,0.9345238,0.7689076,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
91,92,0.7899159,0.9345238,0.76890755,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
92,93,0.7899159,0.9345238,0.72689074,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
93,94,0.7899159,0.9345238,0.72689074,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
94,95,0.7899159,0.9339986,0.72689074,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
95,96,0.7899159,0.9322479,0.7058824,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
96,97,0.7899159,0.9311975,0.7058824,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
97,98,0.7899159,0.9306723,0.7478992,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
98,99,0.7899159,0.9304972,0.7478991,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
