,k,knn,lof,i_forest,loda,hbos,abod,sod,iso_index
0,1,0.5168067,0.6467087,0.5798319,0.66386557,0.5588235,0.66386557,0.6638655,0.64425766
1,2,0.76890755,0.8179272,0.6218487,0.7058824,0.5588235,0.66386557,0.6638655,0.64425766
2,3,0.8109244,0.84873945,0.68487394,0.8109244,0.5588235,0.78991604,0.6638655,0.64425766
3,4,0.8109244,0.8319328,0.7058823,0.78991604,0.53781515,0.8109244,0.7268908,0.64425766
4,5,0.8109244,0.8310574,0.7058824,0.72689074,0.53781515,0.8109244,0.7058824,0.64425766
5,6,0.8109244,0.83210784,0.6638655,0.68487394,0.5588235,0.7899159,0.7268908,0.64425766
6,7,0.8109244,0.83490896,0.7478991,0.7478992,0.5588235,0.8109244,0.8109244,0.64425766
7,8,0.8109244,0.85539216,0.7058824,0.7058824,0.5588235,0.7899159,0.76890755,0.64425766
8,9,0.7899159,0.8760504,0.7268908,0.68487394,0.5588235,0.7899159,0.76890755,0.64425766
9,10,0.8109244,0.9124649,0.68487394,0.7058824,0.5588235,0.7899159,0.78991604,0.64425766
10,11,0.8109244,0.9121148,0.7478992,0.72689074,0.5588235,0.7899159,0.78991604,0.64425766
11,12,0.8109244,0.9133404,0.6638655,0.6638655,0.53781515,0.7899159,0.78991604,0.64425766
12,13,0.7899159,0.9338236,0.7058824,0.7478992,0.5588235,0.7899159,0.8109244,0.64425766
13,14,0.7899159,0.9336485,0.72689074,0.68487394,0.5588235,0.8109244,0.8109244,0.64425766
14,15,0.7899159,0.9362745,0.7058824,0.7058824,0.5588235,0.8109244,0.78991604,0.64425766
15,16,0.7899159,0.9362745,0.6638655,0.7058824,0.5588235,0.8319329,0.8109244,0.64425766
16,17,0.7899159,0.9375,0.68487394,0.72689074,0.53781515,0.8319329,0.8109244,0.64425766
17,18,0.7899159,0.9375,0.68487394,0.7058824,0.5588235,0.8319329,0.8109244,0.64425766
18,19,0.7899159,0.9389005,0.7478991,0.684874,0.5588235,0.8319329,0.8109244,0.64425766
19,20,0.7899159,0.9389005,0.7058824,0.684874,0.5588235,0.8319329,0.8109244,0.64425766
20,21,0.7899159,0.9387254,0.7478992,0.7058824,0.5588235,0.8109244,0.8109244,0.64425766
21,22,0.7899159,0.940301,0.68487394,0.684874,0.5588235,0.8109244,0.8109244,0.64425766
22,23,0.7899159,0.94170165,0.7058824,0.66386557,0.5588235,0.8109244,0.8109244,0.64425766
23,24,0.7899159,0.94170165,0.7899159,0.684874,0.5588235,0.8109244,0.78991604,0.64425766
24,25,0.7899159,0.94170165,0.64285713,0.7058824,0.5588235,0.8109244,0.8109244,0.64425766
25,26,0.7899159,0.94205177,0.7478992,0.684874,0.5588235,0.8109244,0.78991604,0.64425766
26,27,0.7899159,0.9429271,0.7058824,0.66386557,0.5588235,0.8109244,0.78991604,0.64425766
27,28,0.7899159,0.94327736,0.7058824,0.684874,0.5588235,0.8109244,0.78991604,0.64425766
28,29,0.7899159,0.94450283,0.7478991,0.72689074,0.5588235,0.8109244,0.78991604,0.64425766
29,30,0.7899159,0.9459033,0.78991604,0.7058824,0.5588235,0.8109244,0.78991604,0.64425766
30,31,0.7899159,0.9459033,0.7478992,0.66386557,0.5588235,0.8109244,0.78991604,0.64425766
31,32,0.7899159,0.9446779,0.7478991,0.684874,0.5588235,0.8109244,0.78991604,0.64425766
32,33,0.7899159,0.94520307,0.76890755,0.684874,0.53781515,0.8109244,0.78991604,0.64425766
33,34,0.7899159,0.9462534,0.7058824,0.72689074,0.5588235,0.8109244,0.78991604,0.64425766
34,35,0.7899159,0.92542017,0.7058824,0.66386557,0.5588235,0.8109244,0.78991604,0.64425766
35,36,0.7899159,0.9259454,0.76890755,0.68487394,0.5588235,0.8109244,0.8109244,0.64425766
36,37,0.7899159,0.92471987,0.7058824,0.66386557,0.5588235,0.8109244,0.7899159,0.64425766
37,38,0.7899159,0.92331934,0.7268908,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
38,39,0.7899159,0.92331934,0.72689074,0.7058824,0.53781515,0.8109244,0.76890755,0.64425766
39,40,0.7899159,0.9234944,0.7058824,0.66386557,0.5588235,0.8109244,0.7899159,0.64425766
40,41,0.7899159,0.9234944,0.76890755,0.684874,0.53781515,0.8109244,0.78991604,0.64425766
41,42,0.7899159,0.92209387,0.7268908,0.66386557,0.5588235,0.8109244,0.7899159,0.64425766
42,43,0.7899159,0.92209387,0.7268908,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
43,44,0.7899159,0.92209387,0.7689076,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
44,45,0.7899159,0.9019608,0.7058824,0.68487394,0.5588235,0.8109244,0.76890755,0.64425766
45,46,0.7899159,0.9226191,0.7478992,0.684874,0.53781515,0.8109244,0.76890755,0.64425766
46,47,0.7899159,0.9226191,0.7478991,0.7058824,0.5588235,0.8109244,0.76890755,0.64425766
47,48,0.7899159,0.922444,0.72689074,0.64285713,0.5588235,0.8109244,0.76890755,0.64425766
48,49,0.7899159,0.922444,0.7478991,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
49,50,0.7899159,0.92209387,0.7058824,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
50,51,0.7899159,0.9217437,0.7058824,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
51,52,0.7899159,0.9215686,0.76890755,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
52,53,0.7899159,0.9213935,0.72689074,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
53,54,0.7899159,0.9208683,0.76890755,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
54,55,0.7899159,0.9222689,0.68487394,0.66386557,0.53781515,0.8109244,0.76890755,0.64425766
55,56,0.7899159,0.9222689,0.68487394,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
56,57,0.7899159,0.94310224,0.7478992,0.684874,0.5588235,0.8109244,0.76890755,0.64425766
57,58,0.7899159,0.9429272,0.7268908,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
58,59,0.7899159,0.9429272,0.72689074,0.66386557,0.5588235,0.8109244,0.76890755,0.64425766
